"aca.fav","state","race","income","sex","sex.race","age","education","month","year","polling.org"
0,"CA","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
0,"FL","White","$75,000+","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
0,"AZ","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"OK","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"GA","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"MD","Black","$40,000-$75,000","Female","Female.Black","45-64","college graduate","June","2012","Kaiser"
1,"MD","Black","$40,000-$75,000","Male","Male.Black","45-64","high school graduate","June","2012","Kaiser"
1,"UT","White","$75,000+","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
1,"IL","Black","$75,000+","Male","Male.Black","45-64","postgraduate","June","2012","Kaiser"
0,"TX","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","college graduate","June","2012","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
1,"GA","White","less than $20,000","Male","Male.White","30-44","some college","June","2012","Kaiser"
1,"WA","White","$20,000-$40,000","Male","Male.White","45-64","some college","June","2012","Kaiser"
0,"OK","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","June","2012","Kaiser"
0,"WI","White","$75,000+","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","30-44","postgraduate","June","2012","Kaiser"
0,"MT","Hispanic","$20,000-$40,000","Female","Female.Hispanic","45-64","high school graduate","June","2012","Kaiser"
0,"AZ","Black","$40,000-$75,000","Male","Male.Black","18-29","high school graduate","June","2012","Kaiser"
0,"MA","Black","less than $20,000","Male","Male.Black","18-29","high school graduate","June","2012","Kaiser"
1,"VA","Hispanic","$75,000+","Female","Female.Hispanic","45-64","college graduate","June","2012","Kaiser"
1,"OR","White","$20,000-$40,000","Female","Female.White","30-44","postgraduate","June","2012","Kaiser"
0,"TX","Hispanic","$40,000-$75,000","Male","Male.Hispanic","18-29","college graduate","June","2012","Kaiser"
1,"CA","Hispanic","less than $20,000","Male","Male.Hispanic","18-29","high school graduate","June","2012","Kaiser"
0,"NC","White","$20,000-$40,000","Male","Male.White","18-29","some college","June","2012","Kaiser"
1,"TX","White","$40,000-$75,000","Female","Female.White","18-29","some college","June","2012","Kaiser"
1,"MA","White","less than $20,000","Female","Female.White","18-29","postgraduate","June","2012","Kaiser"
1,"CO","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
1,"CO","White","$40,000-$75,000","Male","Male.White","18-29","some college","June","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","18-29","some college","June","2012","Kaiser"
1,"CO","White","$40,000-$75,000","Female","Female.White","18-29","postgraduate","June","2012","Kaiser"
0,"MN","White","$40,000-$75,000","Female","Female.White","45-64","some college","June","2012","Kaiser"
1,"TX","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","45-64","some college","June","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"TX","Black","$40,000-$75,000","Female","Female.Black","30-44","some college","June","2012","Kaiser"
1,"MN","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"TX","Other","$75,000+","Male","Male.Other","30-44","postgraduate","June","2012","Kaiser"
0,"MO","White","$20,000-$40,000","Male","Male.White","30-44","some college","June","2012","Kaiser"
0,"CA","Hispanic","$75,000+","Female","Female.Hispanic","45-64","some college","June","2012","Kaiser"
1,"TX","Black","$20,000-$40,000","Male","Male.Black","45-64","some college","June","2012","Kaiser"
0,"IL","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
1,"WA","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"TX","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"MO","Black","$75,000+","Male","Male.Black","30-44","college graduate","June","2012","Kaiser"
0,"TN","White","less than $20,000","Female","Female.White","30-44","high school graduate","June","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
0,"NV","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
1,"FL","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","less than a high school education","June","2012","Kaiser"
1,"ND","White","$75,000+","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
0,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","18-29","high school graduate","June","2012","Kaiser"
1,"WA","Black","$75,000+","Male","Male.Black","45-64","postgraduate","June","2012","Kaiser"
0,"OR","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
1,"CA","Black","$40,000-$75,000","Female","Female.Black","18-29","some college","June","2012","Kaiser"
1,"NY","White","$20,000-$40,000","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"WA","White","$75,000+","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","45-64","high school graduate","June","2012","Kaiser"
1,"CO","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"CA","White","$75,000+","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
1,"CA","Hispanic","$40,000-$75,000","Female","Female.Hispanic","65+","some college","June","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"WA","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
0,"CA","Other","$40,000-$75,000","Male","Male.Other","45-64","some college","June","2012","Kaiser"
1,"MN","White","$40,000-$75,000","Female","Female.White","30-44","postgraduate","June","2012","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","postgraduate","June","2012","Kaiser"
0,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","18-29","high school graduate","June","2012","Kaiser"
0,"CA","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","June","2012","Kaiser"
0,"WA","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
0,"WA","White","less than $20,000","Female","Female.White","65+","some college","June","2012","Kaiser"
0,"AZ","White","$75,000+","Female","Female.White","30-44","high school graduate","June","2012","Kaiser"
0,"AZ","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
1,"AZ","White","$20,000-$40,000","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
1,"NV","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
0,"OR","White","$20,000-$40,000","Male","Male.White","18-29","some college","June","2012","Kaiser"
0,"CA","White","$20,000-$40,000","Female","Female.White","18-29","high school graduate","June","2012","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Female","Female.Hispanic","45-64","some college","June","2012","Kaiser"
1,"NJ","Hispanic","$75,000+","Male","Male.Hispanic","30-44","postgraduate","June","2012","Kaiser"
0,"KY","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
0,"GA","White","$75,000+","Female","Female.White","30-44","postgraduate","June","2012","Kaiser"
1,"ID","White","less than $20,000","Female","Female.White","18-29","high school graduate","June","2012","Kaiser"
0,"AR","White","$40,000-$75,000","Male","Male.White","30-44","some college","June","2012","Kaiser"
0,"LA","White","$40,000-$75,000","Male","Male.White","30-44","some college","June","2012","Kaiser"
0,"MA","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","June","2012","Kaiser"
0,"LA","White","$75,000+","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
1,"FL","White","$20,000-$40,000","Male","Male.White","30-44","some college","June","2012","Kaiser"
0,"IL","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"CT","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"FL","Hispanic","$40,000-$75,000","Male","Male.Hispanic","18-29","some college","June","2012","Kaiser"
0,"CT","Hispanic","$75,000+","Male","Male.Hispanic","30-44","college graduate","June","2012","Kaiser"
1,"MI","Black","$40,000-$75,000","Male","Male.Black","30-44","some college","June","2012","Kaiser"
0,"SC","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"TN","White","$20,000-$40,000","Female","Female.White","18-29","some college","June","2012","Kaiser"
0,"IL","White","$40,000-$75,000","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
0,"FL","Hispanic","$75,000+","Male","Male.Hispanic","30-44","college graduate","June","2012","Kaiser"
0,"FL","White","$75,000+","Male","Male.White","45-64","some college","June","2012","Kaiser"
1,"TX","Hispanic","$75,000+","Male","Male.Hispanic","45-64","high school graduate","June","2012","Kaiser"
0,"MD","White","$20,000-$40,000","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
1,"GA","Black","$20,000-$40,000","Female","Female.Black","18-29","some college","June","2012","Kaiser"
0,"LA","White","$75,000+","Female","Female.White","45-64","less than a high school education","June","2012","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","18-29","less than a high school education","June","2012","Kaiser"
1,"ND","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","June","2012","Kaiser"
1,"AR","Black","$75,000+","Male","Male.Black","30-44","postgraduate","June","2012","Kaiser"
1,"WA","White","$75,000+","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
1,"MD","White","$75,000+","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"VA","White","$75,000+","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"MO","White","$20,000-$40,000","Female","Female.White","18-29","some college","June","2012","Kaiser"
1,"MD","Other","$75,000+","Male","Male.Other","45-64","postgraduate","June","2012","Kaiser"
0,"TN","White","$20,000-$40,000","Male","Male.White","30-44","high school graduate","June","2012","Kaiser"
1,"CA","Other","$75,000+","Male","Male.Other","18-29","college graduate","June","2012","Kaiser"
1,"IL","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","65+","postgraduate","June","2012","Kaiser"
0,"MI","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
1,"OH","White","$20,000-$40,000","Female","Female.White","30-44","college graduate","June","2012","Kaiser"
1,"WA","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","high school graduate","June","2012","Kaiser"
1,"NC","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"OK","Other","$20,000-$40,000","Male","Male.Other","45-64","high school graduate","June","2012","Kaiser"
0,"MO","White","$20,000-$40,000","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"KY","Other","$75,000+","Male","Male.Other","65+","postgraduate","June","2012","Kaiser"
0,"IL","White","less than $20,000","Male","Male.White","30-44","high school graduate","June","2012","Kaiser"
0,"KY","White","$20,000-$40,000","Male","Male.White","18-29","some college","June","2012","Kaiser"
0,"NC","Other","$75,000+","Male","Male.Other","65+","high school graduate","June","2012","Kaiser"
0,"GA","White","$75,000+","Male","Male.White","45-64","some college","June","2012","Kaiser"
0,"SC","White","less than $20,000","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
0,"OH","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","June","2012","Kaiser"
1,"GA","Black","$40,000-$75,000","Male","Male.Black","45-64","less than a high school education","June","2012","Kaiser"
1,"NC","White","$75,000+","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
1,"IN","White","$75,000+","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
1,"MD","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"FL","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"CO","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"MI","White","$20,000-$40,000","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"MI","White","$20,000-$40,000","Male","Male.White","30-44","high school graduate","June","2012","Kaiser"
1,"GA","Black","$40,000-$75,000","Male","Male.Black","18-29","some college","June","2012","Kaiser"
1,"IA","White","$75,000+","Male","Male.White","65+","college graduate","June","2012","Kaiser"
1,"VA","White","$75,000+","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
1,"OH","White","$75,000+","Male","Male.White","30-44","some college","June","2012","Kaiser"
1,"NY","Black","$20,000-$40,000","Female","Female.Black","18-29","college graduate","June","2012","Kaiser"
0,"FL","Hispanic","$40,000-$75,000","Male","Male.Hispanic","18-29","some college","June","2012","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","45-64","some college","June","2012","Kaiser"
0,"MO","White","$20,000-$40,000","Male","Male.White","30-44","less than a high school education","June","2012","Kaiser"
1,"PA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","high school graduate","June","2012","Kaiser"
0,"FL","White","$40,000-$75,000","Female","Female.White","65+","college graduate","June","2012","Kaiser"
1,"IL","Black","$75,000+","Male","Male.Black","18-29","high school graduate","June","2012","Kaiser"
0,"SC","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"DC","Black","$20,000-$40,000","Male","Male.Black","65+","postgraduate","June","2012","Kaiser"
1,"MD","Black","$75,000+","Male","Male.Black","45-64","high school graduate","June","2012","Kaiser"
0,"IL","White","$40,000-$75,000","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
1,"GA","Black","$40,000-$75,000","Female","Female.Black","30-44","college graduate","June","2012","Kaiser"
1,"IL","White","$75,000+","Female","Female.White","30-44","postgraduate","June","2012","Kaiser"
0,"ND","White","$75,000+","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
1,"MD","Black","$20,000-$40,000","Female","Female.Black","65+","high school graduate","June","2012","Kaiser"
0,"GA","White","less than $20,000","Male","Male.White","45-64","less than a high school education","June","2012","Kaiser"
0,"SC","White","less than $20,000","Female","Female.White","45-64","high school graduate","June","2012","Kaiser"
1,"GA","White","$75,000+","Male","Male.White","18-29","some college","June","2012","Kaiser"
0,"IN","White","$75,000+","Female","Female.White","18-29","high school graduate","June","2012","Kaiser"
1,"MI","White","$75,000+","Female","Female.White","30-44","some college","June","2012","Kaiser"
1,"MN","White","$75,000+","Female","Female.White","30-44","college graduate","June","2012","Kaiser"
0,"FL","White","$75,000+","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
1,"VA","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"VA","Other","$75,000+","Male","Male.Other","18-29","some college","June","2012","Kaiser"
0,"VA","White","$40,000-$75,000","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
1,"KS","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"NY","Hispanic","$75,000+","Male","Male.Hispanic","65+","less than a high school education","June","2012","Kaiser"
1,"NC","White","$20,000-$40,000","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
0,"VA","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","June","2012","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","18-29","some college","June","2012","Kaiser"
1,"NJ","White","$75,000+","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
0,"IA","White","$75,000+","Male","Male.White","18-29","some college","June","2012","Kaiser"
1,"MA","Hispanic","$40,000-$75,000","Female","Female.Hispanic","30-44","some college","June","2012","Kaiser"
0,"NC","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"NJ","Black","less than $20,000","Female","Female.Black","30-44","high school graduate","June","2012","Kaiser"
1,"MO","White","$75,000+","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
0,"SC","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"VA","Black","$75,000+","Female","Female.Black","45-64","postgraduate","June","2012","Kaiser"
1,"SC","White","$20,000-$40,000","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
0,"PA","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
1,"NY","Other","$20,000-$40,000","Male","Male.Other","18-29","less than a high school education","June","2012","Kaiser"
0,"VA","White","less than $20,000","Female","Female.White","45-64","high school graduate","June","2012","Kaiser"
0,"MA","White","$75,000+","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
0,"NY","Hispanic","$40,000-$75,000","Female","Female.Hispanic","45-64","some college","June","2012","Kaiser"
0,"NE","White","$75,000+","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
1,"MN","White","$75,000+","Male","Male.White","65+","postgraduate","June","2012","Kaiser"
1,"WI","White","$20,000-$40,000","Male","Male.White","18-29","some college","June","2012","Kaiser"
0,"SC","White","less than $20,000","Female","Female.White","18-29","high school graduate","June","2012","Kaiser"
0,"IA","White","$20,000-$40,000","Male","Male.White","18-29","college graduate","June","2012","Kaiser"
0,"IL","White","$75,000+","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"VA","Hispanic","$75,000+","Male","Male.Hispanic","45-64","high school graduate","June","2012","Kaiser"
1,"PA","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"PA","White","$20,000-$40,000","Male","Male.White","30-44","college graduate","June","2012","Kaiser"
0,"IL","White","less than $20,000","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
0,"PA","White","$75,000+","Female","Female.White","45-64","some college","June","2012","Kaiser"
0,"OH","Hispanic","$40,000-$75,000","Female","Female.Hispanic","30-44","college graduate","June","2012","Kaiser"
0,"PA","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","June","2012","Kaiser"
1,"TX","Hispanic","$20,000-$40,000","Female","Female.Hispanic","45-64","less than a high school education","June","2012","Kaiser"
1,"FL","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","less than a high school education","June","2012","Kaiser"
0,"NY","Hispanic","less than $20,000","Male","Male.Hispanic","45-64","less than a high school education","June","2012","Kaiser"
0,"MA","Other","$20,000-$40,000","Female","Female.Other","45-64","some college","June","2012","Kaiser"
0,"NJ","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"NY","Hispanic","$75,000+","Male","Male.Hispanic","30-44","some college","June","2012","Kaiser"
0,"NH","White","$75,000+","Female","Female.White","45-64","postgraduate","June","2012","Kaiser"
1,"NJ","Black","less than $20,000","Female","Female.Black","18-29","some college","June","2012","Kaiser"
1,"CA","White","$20,000-$40,000","Male","Male.White","18-29","some college","June","2012","Kaiser"
1,"AL","White","$75,000+","Male","Male.White","45-64","high school graduate","June","2012","Kaiser"
1,"TN","White","$75,000+","Female","Female.White","18-29","some college","June","2012","Kaiser"
1,"AR","White","less than $20,000","Male","Male.White","18-29","less than a high school education","June","2012","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
1,"AL","Black","$75,000+","Female","Female.Black","45-64","college graduate","June","2012","Kaiser"
1,"TX","Black","$40,000-$75,000","Male","Male.Black","18-29","college graduate","June","2012","Kaiser"
0,"MS","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","June","2012","Kaiser"
0,"GA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","high school graduate","June","2012","Kaiser"
0,"AR","White","$40,000-$75,000","Female","Female.White","45-64","some college","June","2012","Kaiser"
0,"AL","Black","$40,000-$75,000","Male","Male.Black","30-44","some college","June","2012","Kaiser"
1,"MO","Hispanic","$20,000-$40,000","Male","Male.Hispanic","18-29","postgraduate","June","2012","Kaiser"
1,"OH","White","$75,000+","Male","Male.White","30-44","postgraduate","June","2012","Kaiser"
1,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","June","2012","Kaiser"
1,"FL","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","June","2012","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","65+","postgraduate","June","2012","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","65+","some college","June","2012","Kaiser"
1,"TX","White","$75,000+","Male","Male.White","45-64","some college","June","2012","Kaiser"
1,"AL","Hispanic","$20,000-$40,000","Male","Male.Hispanic","18-29","some college","June","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","June","2012","Kaiser"
0,"OR","White","less than $20,000","Female","Female.White","65+","high school graduate","June","2012","Kaiser"
1,"VA","White","$40,000-$75,000","Female","Female.White","18-29","college graduate","June","2012","Kaiser"
1,"WA","White","$75,000+","Male","Male.White","45-64","college graduate","June","2012","Kaiser"
0,"RI","Hispanic","less than $20,000","Male","Male.Hispanic","18-29","some college","June","2012","Kaiser"
0,"TN","White","$75,000+","Male","Male.White","65+","postgraduate","June","2012","Kaiser"
0,"TN","White","less than $20,000","Female","Female.White","30-44","college graduate","June","2012","Kaiser"
