"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
0,1,"TX","White","$40,000-$75,000","Male","45-64","some college","February","2012","Kaiser"
0,1,"TX","White","less than $20,000","Female","30-44","some college","February","2012","Kaiser"
0,1,"MN","White",NA,"Male","65+","high school graduate","February","2012","Kaiser"
0,1,"TX","Hispanic","$75,000+","Male","30-44","some college","February","2012","Kaiser"
NA,0,"UT","White","$40,000-$75,000","Male","30-44","postgraduate","February","2012","Kaiser"
0,0,"AZ","Hispanic","$40,000-$75,000","Male","45-64","high school graduate","February","2012","Kaiser"
1,0,"CO","White","$20,000-$40,000","Female","45-64","some college","February","2012","Kaiser"
0,1,"AZ","White","$75,000+","Female","45-64","some college","February","2012","Kaiser"
0,0,"CO","White","$75,000+","Male","65+","college graduate","February","2012","Kaiser"
0,0,"UT","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,0,"CO","White","$75,000+","Female","45-64","some college","February","2012","Kaiser"
0,1,"MT","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
1,0,"NV","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
0,1,"ID","Other","$20,000-$40,000","Female","45-64","high school graduate","February","2012","Kaiser"
0,0,"AZ","White","$20,000-$40,000","Female","65+","some college","February","2012","Kaiser"
1,0,"CA","White",NA,"Male","45-64","college graduate","February","2012","Kaiser"
0,1,"OR","White",NA,"Female","65+","college graduate","February","2012","Kaiser"
0,0,"CA","Black","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
0,1,"WA","White","$40,000-$75,000","Male","65+","some college","February","2012","Kaiser"
1,0,"MA","White","$75,000+","Female","65+","college graduate","February","2012","Kaiser"
0,0,"RI","White","$75,000+","Female","45-64","college graduate","February","2012","Kaiser"
0,1,"FL","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"VA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
1,0,"NC","White","$40,000-$75,000","Male","65+","some college","February","2012","Kaiser"
0,1,"GA","White","less than $20,000","Female","65+","high school graduate","February","2012","Kaiser"
1,0,"NC","White","$75,000+","Male","45-64","some college","February","2012","Kaiser"
1,0,"FL","White","less than $20,000","Female","45-64","some college","February","2012","Kaiser"
0,0,"MD","White","$40,000-$75,000","Female","65+","some college","February","2012","Kaiser"
1,0,"PA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,0,"IN","White","$20,000-$40,000","Male","45-64","some college","February","2012","Kaiser"
0,0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
0,0,"IN","White","$20,000-$40,000","Female","45-64","some college","February","2012","Kaiser"
0,1,"IN","White","$40,000-$75,000","Male","45-64","high school graduate","February","2012","Kaiser"
0,0,"MI","White","$75,000+","Female","30-44","college graduate","February","2012","Kaiser"
0,0,"IN","White","$75,000+","Female","65+","high school graduate","February","2012","Kaiser"
1,0,"IL","White","$40,000-$75,000","Female","65+","some college","February","2012","Kaiser"
1,0,"IL","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"IL","White","$40,000-$75,000","Female","45-64","some college","February","2012","Kaiser"
NA,0,"WI","White","$40,000-$75,000","Female","65+","college graduate","February","2012","Kaiser"
1,0,"TN","Hispanic","$75,000+","Female","30-44","postgraduate","February","2012","Kaiser"
1,0,"NY","White",NA,"Male","65+","postgraduate","February","2012","Kaiser"
1,0,"OH","White","$75,000+","Male","65+","postgraduate","February","2012","Kaiser"
1,0,"WI","White","$75,000+","Female","65+","college graduate","February","2012","Kaiser"
1,0,"PA","White","$75,000+","Female","45-64","college graduate","February","2012","Kaiser"
NA,0,"IL","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
NA,0,"NE","White",NA,"Female","45-64","college graduate","February","2012","Kaiser"
1,0,"TX","White","$40,000-$75,000","Female","65+","postgraduate","February","2012","Kaiser"
1,0,"MS","Black","$20,000-$40,000","Female","30-44","college graduate","February","2012","Kaiser"
0,1,"TX","White","$20,000-$40,000","Male","65+","some college","February","2012","Kaiser"
0,NA,"KS",NA,NA,"Male",NA,NA,"February","2012","Kaiser"
0,1,"TX","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
1,0,"KS","White","$40,000-$75,000","Male","65+","high school graduate","February","2012","Kaiser"
1,0,"TX","White","$40,000-$75,000","Female","45-64","postgraduate","February","2012","Kaiser"
1,0,"TX","White","less than $20,000","Male","45-64","some college","February","2012","Kaiser"
0,0,"IA","White","$75,000+","Female","45-64","college graduate","February","2012","Kaiser"
0,0,"TX","Hispanic","$20,000-$40,000","Female","30-44","some college","February","2012","Kaiser"
0,NA,"TX","White",NA,"Female","45-64","some college","February","2012","Kaiser"
1,0,"TX","Hispanic","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
1,0,"OK","White","$75,000+","Female","18-29","postgraduate","February","2012","Kaiser"
0,1,"OR","Other","$40,000-$75,000","Male","45-64","some college","February","2012","Kaiser"
0,1,"NM","White","$20,000-$40,000","Male","45-64","some college","February","2012","Kaiser"
NA,0,"WA","White","$40,000-$75,000","Female","65+","high school graduate","February","2012","Kaiser"
0,1,"CA","White","$75,000+","Male","30-44","some college","February","2012","Kaiser"
0,1,"CA","White","$20,000-$40,000","Male","45-64","some college","February","2012","Kaiser"
0,1,"CO","White","$20,000-$40,000","Male","65+","some college","February","2012","Kaiser"
0,1,"FL","White",NA,"Female","65+","college graduate","February","2012","Kaiser"
1,0,"SC","White","$75,000+","Male","65+","postgraduate","February","2012","Kaiser"
1,0,"OH","White","$75,000+","Female","65+","some college","February","2012","Kaiser"
1,1,"NC","White","$75,000+","Male","65+","some college","February","2012","Kaiser"
NA,0,"NJ","White","$40,000-$75,000","Female","45-64","postgraduate","February","2012","Kaiser"
1,0,"PA","White","$20,000-$40,000","Female","30-44","high school graduate","February","2012","Kaiser"
1,0,"OH","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"MO","White","$40,000-$75,000","Male","45-64","some college","February","2012","Kaiser"
0,1,"LA","White","$40,000-$75,000","Male","45-64","high school graduate","February","2012","Kaiser"
1,0,"CA","White","less than $20,000","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"CA","White",NA,"Female","45-64","high school graduate","February","2012","Kaiser"
0,1,"OR","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"OR","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,0,"OR","White","$40,000-$75,000","Male","45-64","some college","February","2012","Kaiser"
1,0,"WA","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","65+","some college","February","2012","Kaiser"
1,1,"NC","White","$75,000+","Male","30-44","postgraduate","February","2012","Kaiser"
0,1,"VA","White","$40,000-$75,000","Female","45-64","high school graduate","February","2012","Kaiser"
1,0,"VA","White","less than $20,000","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"NJ","White","$75,000+","Male","65+","college graduate","February","2012","Kaiser"
0,1,"SC","White",NA,"Male","65+",NA,"February","2012","Kaiser"
NA,0,"IL","White","$20,000-$40,000","Female","65+","less than a high school education","February","2012","Kaiser"
1,0,"TN","White","$20,000-$40,000","Male","45-64","high school graduate","February","2012","Kaiser"
0,1,"CA","White","$40,000-$75,000","Male","45-64","high school graduate","February","2012","Kaiser"
0,1,"TN","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,1,"GA","White","$20,000-$40,000","Female","45-64","some college","February","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","45-64","postgraduate","February","2012","Kaiser"
0,1,"CT","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"PA","White","$20,000-$40,000","Female","30-44","postgraduate","February","2012","Kaiser"
1,0,"MA","White",NA,"Female","45-64","some college","February","2012","Kaiser"
0,1,"WI","White","$40,000-$75,000","Female","45-64","college graduate","February","2012","Kaiser"
1,1,"NY","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","February","2012","Kaiser"
0,0,"GA","White","$75,000+","Female","30-44","postgraduate","February","2012","Kaiser"
NA,0,"WI","White","$40,000-$75,000","Male","65+","college graduate","February","2012","Kaiser"
0,0,"GA","White",NA,"Female","65+","college graduate","February","2012","Kaiser"
0,1,"NC","White","$75,000+","Female","65+","some college","February","2012","Kaiser"
0,0,"MD","White","$75,000+","Female","45-64","college graduate","February","2012","Kaiser"
0,0,"CT","White","$40,000-$75,000","Male","45-64","some college","February","2012","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","45-64","high school graduate","February","2012","Kaiser"
1,0,"FL","Other","$40,000-$75,000","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"FL","White","$75,000+","Female","65+","high school graduate","February","2012","Kaiser"
0,1,"PA","White","$20,000-$40,000","Male","65+","some college","February","2012","Kaiser"
0,1,"CT","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"NC","White","$75,000+","Male","30-44","postgraduate","February","2012","Kaiser"
1,0,"VA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,0,"FL","White","$20,000-$40,000","Female","65+","some college","February","2012","Kaiser"
0,1,"MD","White","$75,000+","Female","45-64","some college","February","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Female","45-64","some college","February","2012","Kaiser"
0,0,"PA","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,0,"NJ","White","$20,000-$40,000","Male","65+","college graduate","February","2012","Kaiser"
0,1,"FL","Hispanic",NA,"Male","45-64","some college","February","2012","Kaiser"
0,1,"TN","White","$40,000-$75,000","Female","45-64","high school graduate","February","2012","Kaiser"
1,0,"NY","White","$75,000+","Female","65+","postgraduate","February","2012","Kaiser"
0,0,"AL","White","$20,000-$40,000","Female","65+","less than a high school education","February","2012","Kaiser"
0,0,"OH","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
0,1,"IL","White","$40,000-$75,000","Male","45-64","some college","February","2012","Kaiser"
1,0,"TN","White","$75,000+","Female","45-64","some college","February","2012","Kaiser"
1,0,"IN","Black","$75,000+","Male","30-44","college graduate","February","2012","Kaiser"
0,1,"AL","White","$75,000+","Male","45-64","high school graduate","February","2012","Kaiser"
0,0,"WI","White",NA,"Female","65+","high school graduate","February","2012","Kaiser"
0,0,"AL","White","$20,000-$40,000","Male","18-29","some college","February","2012","Kaiser"
0,1,"AL","White","$40,000-$75,000","Female","30-44","high school graduate","February","2012","Kaiser"
1,0,"AL","White",NA,"Male","45-64","college graduate","February","2012","Kaiser"
0,1,"OK","White","$75,000+","Male","45-64","some college","February","2012","Kaiser"
0,0,"KS","Black","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"NM","White","$75,000+","Female","65+","postgraduate","February","2012","Kaiser"
1,0,"WA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
1,0,"WA","White","$40,000-$75,000","Female","45-64","college graduate","February","2012","Kaiser"
0,1,"WA","White","$40,000-$75,000","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"GA","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
0,0,"LA","White","$75,000+","Male","65+","college graduate","February","2012","Kaiser"
0,0,"AR","White","less than $20,000","Female","45-64","high school graduate","February","2012","Kaiser"
0,0,"AR","White","$40,000-$75,000","Female","65+","college graduate","February","2012","Kaiser"
0,1,"TX","White","$75,000+","Female","65+","college graduate","February","2012","Kaiser"
0,1,"FL",NA,NA,"Male","45-64","some college","February","2012","Kaiser"
1,0,"MO","White","$75,000+","Female","30-44","college graduate","February","2012","Kaiser"
0,1,"LA","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"LA","White","$40,000-$75,000","Female","45-64","postgraduate","February","2012","Kaiser"
0,1,"LA","White","$75,000+","Male","65+","postgraduate","February","2012","Kaiser"
0,1,"OK","White","$75,000+","Female","65+","high school graduate","February","2012","Kaiser"
0,1,"TX","White","$20,000-$40,000","Male","65+","high school graduate","February","2012","Kaiser"
1,0,"TX","White","less than $20,000","Female","65+","high school graduate","February","2012","Kaiser"
1,0,"TX","Hispanic","less than $20,000","Male","45-64","college graduate","February","2012","Kaiser"
0,1,"FL","White","$75,000+","Male","30-44","postgraduate","February","2012","Kaiser"
0,0,"NY","Hispanic","$75,000+","Male","30-44","college graduate","February","2012","Kaiser"
NA,0,"IA","White","$20,000-$40,000","Female","65+","some college","February","2012","Kaiser"
NA,0,"IA","White","less than $20,000","Female","65+","some college","February","2012","Kaiser"
1,0,"FL","White","$75,000+","Female","30-44","college graduate","February","2012","Kaiser"
0,0,"IA","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
0,1,"KS","White","$75,000+","Male","65+","less than a high school education","February","2012","Kaiser"
1,0,"TX","White","$75,000+","Female","30-44","college graduate","February","2012","Kaiser"
0,0,"TX","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
0,0,"MS","White","$75,000+","Female","45-64","college graduate","February","2012","Kaiser"
1,0,"UT","White","$40,000-$75,000","Female","45-64","some college","February","2012","Kaiser"
1,0,"KS","White","$40,000-$75,000","Male","45-64","high school graduate","February","2012","Kaiser"
0,1,"NM","White","$40,000-$75,000","Male","65+","some college","February","2012","Kaiser"
0,0,"AZ","White","$75,000+","Male","65+","postgraduate","February","2012","Kaiser"
0,0,"AZ","Hispanic","$75,000+","Male","45-64","high school graduate","February","2012","Kaiser"
0,1,"CA","White",NA,"Female","65+","college graduate","February","2012","Kaiser"
0,1,"AK","White","$75,000+","Female","45-64","college graduate","February","2012","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Male","30-44","college graduate","February","2012","Kaiser"
0,0,"WY","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","February","2012","Kaiser"
NA,0,"TX","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","February","2012","Kaiser"
NA,0,"CA","White","$20,000-$40,000","Male","45-64","postgraduate","February","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","30-44","postgraduate","February","2012","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Male","30-44","college graduate","February","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","65+","postgraduate","February","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","some college","February","2012","Kaiser"
0,1,"CA","Other",NA,"Female","65+","college graduate","February","2012","Kaiser"
0,1,"CA","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
0,1,"AK","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"HI","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
0,0,"CA","Hispanic","less than $20,000","Male","18-29","college graduate","February","2012","Kaiser"
0,0,"MI","White",NA,"Male","65+","high school graduate","February","2012","Kaiser"
NA,1,"NJ","White","$40,000-$75,000","Male","65+","high school graduate","February","2012","Kaiser"
1,0,"MD","White","$75,000+","Male","65+","college graduate","February","2012","Kaiser"
0,0,"SC","White","$40,000-$75,000","Female","65+","postgraduate","February","2012","Kaiser"
1,0,"DE","White",NA,"Female","45-64","college graduate","February","2012","Kaiser"
0,1,"VA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,1,"VA","White","$75,000+","Female","30-44","college graduate","February","2012","Kaiser"
0,0,"FL","White",NA,"Male","45-64","some college","February","2012","Kaiser"
0,0,"SC",NA,"$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
1,0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
1,0,"NJ","White","$75,000+","Male","30-44","some college","February","2012","Kaiser"
1,0,"IL","White","$75,000+","Female","45-64","high school graduate","February","2012","Kaiser"
NA,0,"IN","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","18-29","postgraduate","February","2012","Kaiser"
1,0,"AL","Other","$20,000-$40,000","Male","45-64","some college","February","2012","Kaiser"
1,0,"KY","White","less than $20,000","Male","65+","college graduate","February","2012","Kaiser"
0,0,"TN","White","$40,000-$75,000","Female","45-64","college graduate","February","2012","Kaiser"
1,0,"RI","White","$75,000+","Male","30-44","high school graduate","February","2012","Kaiser"
1,0,"NY","White","less than $20,000","Female","45-64","some college","February","2012","Kaiser"
0,0,"AL","White","$75,000+","Female","45-64","postgraduate","February","2012","Kaiser"
1,0,"WA","White","$40,000-$75,000","Female","65+","some college","February","2012","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Female","18-29","some college","February","2012","Kaiser"
NA,NA,"LA","Black",NA,"Female","18-29","high school graduate","February","2012","Kaiser"
1,0,"TX","Hispanic","$40,000-$75,000","Female","65+","high school graduate","February","2012","Kaiser"
0,1,"ID","White",NA,"Female","45-64","postgraduate","February","2012","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Male","30-44","college graduate","February","2012","Kaiser"
1,0,"MT","White","less than $20,000","Female","18-29","some college","February","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","30-44","postgraduate","February","2012","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
0,0,"AK","White","$40,000-$75,000","Male","45-64","high school graduate","February","2012","Kaiser"
NA,0,"CA","White","less than $20,000","Female","45-64","some college","February","2012","Kaiser"
1,0,"MN","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
0,1,"MO","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
1,0,"MI","White","$40,000-$75,000","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"PA","White",NA,"Female","65+","high school graduate","February","2012","Kaiser"
NA,0,"MA","White","$75,000+","Male","45-64","high school graduate","February","2012","Kaiser"
0,1,"PA","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"WI","White","$40,000-$75,000","Male","30-44","college graduate","February","2012","Kaiser"
1,0,"MI","White","less than $20,000","Male","18-29","high school graduate","February","2012","Kaiser"
1,1,"WI","White","$20,000-$40,000","Male","45-64","some college","February","2012","Kaiser"
1,0,"MA","White","$20,000-$40,000","Female","45-64","some college","February","2012","Kaiser"
0,0,"IL","Hispanic","$40,000-$75,000","Female","30-44","some college","February","2012","Kaiser"
NA,0,"TX","Hispanic","$40,000-$75,000","Male","30-44","college graduate","February","2012","Kaiser"
0,0,"MD","White","$75,000+","Male","45-64","college graduate","February","2012","Kaiser"
1,0,"AL","White","$75,000+","Female","30-44","college graduate","February","2012","Kaiser"
1,0,"GA","Black","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
0,1,"KY","White","less than $20,000","Male","45-64","high school graduate","February","2012","Kaiser"
0,0,"FL","Other","$40,000-$75,000","Male","18-29","less than a high school education","February","2012","Kaiser"
1,0,"CO","White","$20,000-$40,000","Female","65+","high school graduate","February","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","postgraduate","February","2012","Kaiser"
1,0,"NY","White","$75,000+","Male","30-44","college graduate","February","2012","Kaiser"
