"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
0,1,"KY","White","$20,000-$40,000","Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"IL","White","$40,000-$75,000","Male","45-64","college graduate","March","2012","Kaiser"
1,0,"CT","Black","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
0,0,"OH","White","$75,000+","Male","30-44","postgraduate","March","2012","Kaiser"
1,0,"WI","White","$75,000+","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"OH","Black","$40,000-$75,000","Male","65+","less than a high school education","March","2012","Kaiser"
0,0,"MI","White","$20,000-$40,000","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"KY","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"IN","White","$75,000+","Male","45-64","less than a high school education","March","2012","Kaiser"
1,0,"IL","Hispanic","$75,000+","Male","30-44","college graduate","March","2012","Kaiser"
0,1,"TX","White","$75,000+","Female","65+","some college","March","2012","Kaiser"
1,0,"IN","Black",NA,"Female","65+","some college","March","2012","Kaiser"
0,1,"MN","White","$75,000+","Male","45-64","high school graduate","March","2012","Kaiser"
1,0,"MN","White","$40,000-$75,000","Male","45-64","some college","March","2012","Kaiser"
0,0,"MN",NA,NA,"Male","45-64","college graduate","March","2012","Kaiser"
0,0,"TX","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
NA,1,"TX","White","$20,000-$40,000","Female","65+","some college","March","2012","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Male","45-64","high school graduate","March","2012","Kaiser"
0,1,"TX","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"TX","White","$20,000-$40,000","Male","65+","postgraduate","March","2012","Kaiser"
1,1,"TX","White","$20,000-$40,000","Male","65+","college graduate","March","2012","Kaiser"
0,1,"TX","White",NA,"Male","65+","some college","March","2012","Kaiser"
0,1,"MO","White","$40,000-$75,000","Male","65+","high school graduate","March","2012","Kaiser"
0,1,"TX","Other","$20,000-$40,000","Male","65+","college graduate","March","2012","Kaiser"
0,1,"MN","White","less than $20,000","Male","65+","less than a high school education","March","2012","Kaiser"
1,0,"TX","White","$75,000+","Male","65+","postgraduate","March","2012","Kaiser"
1,0,"IA","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"TX","White",NA,"Female","65+","postgraduate","March","2012","Kaiser"
1,0,"TX","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
0,0,"TX","White","$75,000+","Male","18-29","high school graduate","March","2012","Kaiser"
1,0,"MO","White",NA,"Male","65+","some college","March","2012","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"KS","Hispanic","$75,000+","Male","18-29","some college","March","2012","Kaiser"
1,0,"LA","Black","$40,000-$75,000","Male","45-64","college graduate","March","2012","Kaiser"
0,1,"CO","White","$75,000+","Male","45-64","some college","March","2012","Kaiser"
1,0,"NV","White","$75,000+","Female","65+","some college","March","2012","Kaiser"
0,0,"AZ","White","$20,000-$40,000","Female","45-64","college graduate","March","2012","Kaiser"
0,0,"AZ","White","$40,000-$75,000","Female","30-44","college graduate","March","2012","Kaiser"
1,1,"ID","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"AZ","White","$20,000-$40,000","Female","65+","high school graduate","March","2012","Kaiser"
0,1,"UT","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"CO","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
0,1,"AZ","White","$75,000+","Male","30-44","college graduate","March","2012","Kaiser"
1,1,"AZ","White","$20,000-$40,000","Female","65+","some college","March","2012","Kaiser"
NA,0,"AZ","White",NA,"Female","65+","some college","March","2012","Kaiser"
1,0,"ID","White","less than $20,000","Male","65+","some college","March","2012","Kaiser"
0,0,"WY","White",NA,"Female","45-64","some college","March","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","18-29","college graduate","March","2012","Kaiser"
1,NA,"UT",NA,NA,"Female","45-64",NA,"March","2012","Kaiser"
0,NA,"CA","White","$75,000+","Male","18-29","some college","March","2012","Kaiser"
0,1,"CA","Hispanic","$40,000-$75,000","Male","30-44","some college","March","2012","Kaiser"
0,1,"CA","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
NA,0,"CA","Other",NA,"Female","65+","postgraduate","March","2012","Kaiser"
1,0,"AZ",NA,NA,"Female","65+","postgraduate","March","2012","Kaiser"
1,0,"CA","Hispanic","$75,000+","Male","30-44","postgraduate","March","2012","Kaiser"
1,0,"OR",NA,NA,"Male","30-44","some college","March","2012","Kaiser"
0,1,"WA","White","$40,000-$75,000","Male","65+","some college","March","2012","Kaiser"
0,1,"CA","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
1,0,"CA","White","less than $20,000","Female","65+","high school graduate","March","2012","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","45-64","high school graduate","March","2012","Kaiser"
1,0,"CA","Hispanic","$75,000+","Male","30-44","postgraduate","March","2012","Kaiser"
NA,NA,"CA","Hispanic","$20,000-$40,000","Male","65+","high school graduate","March","2012","Kaiser"
NA,0,"CA","Other","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
0,0,"OR","White","less than $20,000","Female","65+","high school graduate","March","2012","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","45-64","college graduate","March","2012","Kaiser"
0,0,"CA","White","$20,000-$40,000","Male","65+","postgraduate","March","2012","Kaiser"
1,0,"CA","White",NA,"Male","65+","college graduate","March","2012","Kaiser"
0,NA,"CA","White","$75,000+","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"OR","White","$75,000+","Female","45-64","some college","March","2012","Kaiser"
1,NA,"CA","Hispanic","less than $20,000","Female","65+","less than a high school education","March","2012","Kaiser"
0,0,"WA","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
0,1,"PA","White","$75,000+","Male","65+","college graduate","March","2012","Kaiser"
1,0,"IL","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"MI","White","$20,000-$40,000","Female","65+","college graduate","March","2012","Kaiser"
1,0,"PA","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
1,0,"WI","White","$75,000+","Female","30-44","college graduate","March","2012","Kaiser"
0,0,"NJ","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
NA,0,"IL","White","$40,000-$75,000","Female","65+","high school graduate","March","2012","Kaiser"
1,0,"OH","White","$40,000-$75,000","Female","30-44","some college","March","2012","Kaiser"
1,0,"NJ","White","$75,000+","Female","30-44","college graduate","March","2012","Kaiser"
0,1,"NY","Hispanic","$75,000+","Male","65+","college graduate","March","2012","Kaiser"
0,1,"PA","White",NA,"Male","45-64","college graduate","March","2012","Kaiser"
0,1,"IN","White","$75,000+","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Female","45-64","postgraduate","March","2012","Kaiser"
1,0,"VA","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
0,1,"FL","Hispanic","$20,000-$40,000","Male","45-64","college graduate","March","2012","Kaiser"
1,1,"NC","White","$20,000-$40,000","Female","65+","high school graduate","March","2012","Kaiser"
0,1,"NC","White","$40,000-$75,000","Female","65+","high school graduate","March","2012","Kaiser"
0,0,"DC","White","less than $20,000","Male","18-29","college graduate","March","2012","Kaiser"
0,NA,"NC",NA,NA,"Female",NA,NA,"March","2012","Kaiser"
0,0,"MD","White","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
0,1,"FL","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"MD","Other","$75,000+","Male","30-44","postgraduate","March","2012","Kaiser"
1,0,"MD","Black",NA,"Male","45-64","college graduate","March","2012","Kaiser"
1,0,"GA","Black","$40,000-$75,000","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"VA","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
0,0,"VA","White","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
0,1,"VA","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"FL","White","less than $20,000","Male","45-64","some college","March","2012","Kaiser"
1,0,"PA","White","less than $20,000","Female","65+","some college","March","2012","Kaiser"
1,0,"MA","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
0,1,"GA","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"FL","White","$75,000+","Female","65+","high school graduate","March","2012","Kaiser"
1,0,"IN","Hispanic","$75,000+","Female","30-44","college graduate","March","2012","Kaiser"
NA,NA,"FL","Hispanic","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
1,0,"NY","Black","$40,000-$75,000","Female","18-29","high school graduate","March","2012","Kaiser"
1,0,"WI","White","$20,000-$40,000","Male","65+","less than a high school education","March","2012","Kaiser"
0,1,"MD","White","$40,000-$75,000","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"NC","White","$40,000-$75,000","Male","65+","postgraduate","March","2012","Kaiser"
0,0,"PA","White",NA,"Female","65+","postgraduate","March","2012","Kaiser"
0,0,"AL","Black","less than $20,000","Male","45-64","less than a high school education","March","2012","Kaiser"
1,0,"NY","White","less than $20,000","Female","65+","less than a high school education","March","2012","Kaiser"
1,0,"AL","White","$75,000+","Male","30-44","postgraduate","March","2012","Kaiser"
0,1,"NY",NA,NA,"Male","30-44","high school graduate","March","2012","Kaiser"
1,NA,"NY",NA,NA,"Male",NA,NA,"March","2012","Kaiser"
0,0,"AL","White","$40,000-$75,000","Female","45-64","college graduate","March","2012","Kaiser"
0,1,"PA","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,NA,"KY","White","$40,000-$75,000","Male","45-64","less than a high school education","March","2012","Kaiser"
0,0,"AL","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
1,0,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","March","2012","Kaiser"
0,1,"PA","White","$20,000-$40,000","Female","65+","high school graduate","March","2012","Kaiser"
1,0,"MA","Other","$20,000-$40,000","Female","65+","some college","March","2012","Kaiser"
1,0,"NY","White","$75,000+","Female","65+","college graduate","March","2012","Kaiser"
1,0,"NY","White","$75,000+","Male","65+","postgraduate","March","2012","Kaiser"
1,0,"NY","White",NA,"Female","65+","some college","March","2012","Kaiser"
0,1,"KY","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
1,1,"NY","White",NA,"Female","30-44","high school graduate","March","2012","Kaiser"
1,1,"KY","White",NA,"Male","65+",NA,"March","2012","Kaiser"
1,0,"CT","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"NJ","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
0,1,"IA","White","$40,000-$75,000","Male","45-64","some college","March","2012","Kaiser"
0,NA,"PA","White","$20,000-$40,000","Male","65+","college graduate","March","2012","Kaiser"
0,1,"TN","White","$20,000-$40,000","Male","45-64","high school graduate","March","2012","Kaiser"
0,1,"TX","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
1,1,"TX","Hispanic","$40,000-$75,000","Male","30-44","some college","March","2012","Kaiser"
0,0,"TX","Hispanic","$20,000-$40,000","Male","45-64","some college","March","2012","Kaiser"
0,1,"OK","White","less than $20,000","Female","30-44","college graduate","March","2012","Kaiser"
1,0,"AR","White","$75,000+","Male","65+","college graduate","March","2012","Kaiser"
0,0,"LA","White","$75,000+","Male","45-64","some college","March","2012","Kaiser"
0,NA,"TX",NA,NA,"Male",NA,NA,"March","2012","Kaiser"
1,0,"TX","White","$20,000-$40,000","Male","45-64","postgraduate","March","2012","Kaiser"
1,0,"TX","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"TX","White","$75,000+","Female","30-44","some college","March","2012","Kaiser"
1,0,"AZ","White","less than $20,000","Female","30-44","some college","March","2012","Kaiser"
NA,1,"ID",NA,"$40,000-$75,000","Male","30-44","high school graduate","March","2012","Kaiser"
1,0,"CO","White",NA,"Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"OR","White","$75,000+","Male","30-44","postgraduate","March","2012","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","65+","some college","March","2012","Kaiser"
0,1,"CA","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
1,0,"WA","Hispanic","$75,000+","Female","30-44","some college","March","2012","Kaiser"
0,1,"CA","White","$40,000-$75,000","Male","45-64","some college","March","2012","Kaiser"
NA,1,"WA","White","less than $20,000","Male","45-64","some college","March","2012","Kaiser"
NA,NA,"OR","White","less than $20,000","Male","65+","some college","March","2012","Kaiser"
1,0,"CA","White",NA,"Female","65+","postgraduate","March","2012","Kaiser"
0,0,"WA","White","$20,000-$40,000","Female","65+","high school graduate","March","2012","Kaiser"
0,NA,"CA",NA,NA,"Male",NA,NA,"March","2012","Kaiser"
1,0,"CA","Other","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
0,1,"WA","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
1,0,"WA","White","$75,000+","Male","30-44","college graduate","March","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","some college","March","2012","Kaiser"
1,1,"WA","Other","$75,000+","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","18-29","high school graduate","March","2012","Kaiser"
0,0,"CA","White","$75,000+","Female","65+","some college","March","2012","Kaiser"
NA,0,"CA","Hispanic","$20,000-$40,000","Female","45-64","high school graduate","March","2012","Kaiser"
0,0,"CA","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
1,0,"CA","Black","$75,000+","Male","30-44","college graduate","March","2012","Kaiser"
1,0,"WA","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
1,1,"WA","White","$20,000-$40,000","Male","18-29","some college","March","2012","Kaiser"
0,1,"WA","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"CA","White","$20,000-$40,000","Female","18-29","some college","March","2012","Kaiser"
1,0,"CA","Other","less than $20,000","Female","45-64","high school graduate","March","2012","Kaiser"
1,1,"CA","Hispanic","less than $20,000","Female","18-29","some college","March","2012","Kaiser"
1,0,"CA","White","less than $20,000","Female","45-64","postgraduate","March","2012","Kaiser"
1,0,"WA","White","$20,000-$40,000","Male","30-44","college graduate","March","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
1,0,"WA","White","$20,000-$40,000","Male","65+","some college","March","2012","Kaiser"
0,0,"CA","Other","$75,000+","Male","45-64","some college","March","2012","Kaiser"
0,0,"OR",NA,NA,"Female",NA,"some college","March","2012","Kaiser"
1,0,"CA","Black","$40,000-$75,000","Female","18-29","college graduate","March","2012","Kaiser"
NA,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","some college","March","2012","Kaiser"
0,0,"CA","Other","$75,000+","Male","30-44","college graduate","March","2012","Kaiser"
1,1,"CA","White",NA,"Male","45-64","postgraduate","March","2012","Kaiser"
0,0,"NJ","White","$75,000+","Female","45-64","some college","March","2012","Kaiser"
0,1,"WV","White","less than $20,000","Male","65+","high school graduate","March","2012","Kaiser"
0,1,"NY","White","less than $20,000","Male","65+","postgraduate","March","2012","Kaiser"
0,1,"PA","White","$75,000+","Female","45-64","some college","March","2012","Kaiser"
1,1,"FL","White","$40,000-$75,000","Female","65+","high school graduate","March","2012","Kaiser"
0,1,"PA","White","$40,000-$75,000","Male","45-64","high school graduate","March","2012","Kaiser"
0,1,"PA","White","$75,000+","Female","18-29","college graduate","March","2012","Kaiser"
1,0,"NJ","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
1,0,"NC","White","less than $20,000","Female","30-44","high school graduate","March","2012","Kaiser"
0,1,"PA","White","$40,000-$75,000","Male","45-64","high school graduate","March","2012","Kaiser"
0,1,"PA","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
0,0,"VA","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"MD","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
1,0,"RI","White","$20,000-$40,000","Female","65+","some college","March","2012","Kaiser"
1,NA,"NY","White",NA,"Male","30-44","some college","March","2012","Kaiser"
0,1,"SC","White","$40,000-$75,000","Male","65+","college graduate","March","2012","Kaiser"
1,0,"NY","White","$20,000-$40,000","Female","65+","high school graduate","March","2012","Kaiser"
1,0,"VA","White","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"MA","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
1,1,"NC","White","$20,000-$40,000","Female","30-44","high school graduate","March","2012","Kaiser"
1,0,"NH","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
NA,1,"FL","White","$75,000+","Male","45-64","some college","March","2012","Kaiser"
0,0,"PA","White","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
1,0,"ME","White","less than $20,000","Male","65+","college graduate","March","2012","Kaiser"
0,1,"FL","White","$75,000+","Male","65+","postgraduate","March","2012","Kaiser"
0,1,"IL","White","$40,000-$75,000","Male","45-64","postgraduate","March","2012","Kaiser"
0,1,"WI","White","$40,000-$75,000","Male","65+","some college","March","2012","Kaiser"
0,NA,"WV","White","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
1,0,"MI","White","$40,000-$75,000","Male","45-64","some college","March","2012","Kaiser"
0,1,"MI","White","$75,000+","Male","45-64","some college","March","2012","Kaiser"
0,1,"VA","White",NA,"Male",NA,"some college","March","2012","Kaiser"
0,1,"IL","White","$75,000+","Female","30-44","some college","March","2012","Kaiser"
NA,NA,"MI","White","less than $20,000","Male","30-44","high school graduate","March","2012","Kaiser"
0,1,"IL","White",NA,"Male","45-64","some college","March","2012","Kaiser"
0,0,"FL","White",NA,"Male","30-44","college graduate","March","2012","Kaiser"
0,0,"IN","White","$75,000+","Female","45-64","high school graduate","March","2012","Kaiser"
0,0,"IN","White",NA,"Male","65+","some college","March","2012","Kaiser"
0,1,"IN","White",NA,"Female",NA,"college graduate","March","2012","Kaiser"
1,0,"OH","Black","$40,000-$75,000","Male","65+","some college","March","2012","Kaiser"
0,1,"TN","White","$20,000-$40,000","Female","30-44","some college","March","2012","Kaiser"
0,0,"WI","White","$75,000+","Male","65+","postgraduate","March","2012","Kaiser"
0,1,"GA","White","$75,000+","Female","45-64","some college","March","2012","Kaiser"
1,0,"OH","White","$40,000-$75,000","Male","65+","some college","March","2012","Kaiser"
1,0,"OH","White","less than $20,000","Female","45-64","postgraduate","March","2012","Kaiser"
1,0,"IN","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
1,0,"OH","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
0,1,"OH","White","$40,000-$75,000","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"MS","White","less than $20,000","Female","65+","high school graduate","March","2012","Kaiser"
1,0,"IL","White","$20,000-$40,000","Female","45-64","high school graduate","March","2012","Kaiser"
0,0,"IN","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"WI","White","$20,000-$40,000","Male","65+","some college","March","2012","Kaiser"
0,0,"FL","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"NC","White",NA,"Male","65+","college graduate","March","2012","Kaiser"
0,0,"IL","White","$20,000-$40,000","Female","65+","college graduate","March","2012","Kaiser"
0,1,"IL","White","$75,000+","Male","45-64","some college","March","2012","Kaiser"
0,0,"TN","White","$20,000-$40,000","Female","65+","postgraduate","March","2012","Kaiser"
0,1,"IN","White","$20,000-$40,000","Male","45-64","some college","March","2012","Kaiser"
0,0,"OH","White",NA,"Female","45-64","some college","March","2012","Kaiser"
NA,1,"TX","Hispanic","less than $20,000","Female","65+","high school graduate","March","2012","Kaiser"
0,1,"NC","White","$75,000+","Male","45-64","postgraduate","March","2012","Kaiser"
1,NA,"OK","Black",NA,"Female","65+",NA,"March","2012","Kaiser"
1,0,"NC","Black","$40,000-$75,000","Female","45-64","high school graduate","March","2012","Kaiser"
1,0,"OH","White","$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
0,0,"MO","Other","$40,000-$75,000","Male","45-64","high school graduate","March","2012","Kaiser"
0,0,"MN","White","$40,000-$75,000","Male","45-64","college graduate","March","2012","Kaiser"
0,0,"TX","Other","$40,000-$75,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"OH","White",NA,"Female","65+","some college","March","2012","Kaiser"
NA,0,"LA","White","$75,000+","Female","45-64","college graduate","March","2012","Kaiser"
0,NA,"CO","White","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
0,1,"MO","White","$75,000+","Male","65+","college graduate","March","2012","Kaiser"
1,0,"AR","White",NA,"Female","65+","postgraduate","March","2012","Kaiser"
0,0,"NE","White","$40,000-$75,000","Female","45-64","college graduate","March","2012","Kaiser"
0,0,"MO","Other","$20,000-$40,000","Male","30-44","high school graduate","March","2012","Kaiser"
0,1,"MO","White",NA,"Male","65+","high school graduate","March","2012","Kaiser"
0,0,"AL","White","less than $20,000","Male","45-64",NA,"March","2012","Kaiser"
1,0,"KS","White",NA,"Male","45-64","some college","March","2012","Kaiser"
0,1,"MO","White","$40,000-$75,000","Female","65+","college graduate","March","2012","Kaiser"
0,0,"MN","White","$40,000-$75,000","Male","45-64","some college","March","2012","Kaiser"
1,0,"TX","Black","$75,000+","Female","30-44","postgraduate","March","2012","Kaiser"
1,0,"WY","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Male","30-44","some college","March","2012","Kaiser"
1,0,"AZ","White","less than $20,000","Male","45-64","college graduate","March","2012","Kaiser"
0,1,"TX","Hispanic","less than $20,000","Male","18-29","some college","March","2012","Kaiser"
NA,0,"OR","White","$75,000+","Male","65+","some college","March","2012","Kaiser"
0,1,"CA",NA,NA,"Male","65+","college graduate","March","2012","Kaiser"
0,0,"CA","White","$40,000-$75,000","Female","65+","college graduate","March","2012","Kaiser"
1,0,"AZ",NA,"$75,000+","Male","45-64","college graduate","March","2012","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","some college","March","2012","Kaiser"
0,1,"WA","White","$40,000-$75,000","Female","45-64","high school graduate","March","2012","Kaiser"
0,1,"CA","White","$40,000-$75,000","Female","65+","some college","March","2012","Kaiser"
0,0,"CA","Hispanic","less than $20,000","Female","45-64","high school graduate","March","2012","Kaiser"
0,NA,"LA","White",NA,"Female","45-64",NA,"March","2012","Kaiser"
1,0,"NV","White","$40,000-$75,000","Male","65+","college graduate","March","2012","Kaiser"
0,0,"OR","White","$20,000-$40,000","Female","65+","some college","March","2012","Kaiser"
1,0,"CA","Black","$75,000+","Male","65+","college graduate","March","2012","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Female","30-44","college graduate","March","2012","Kaiser"
0,NA,"OR","White","less than $20,000","Female","45-64","some college","March","2012","Kaiser"
0,1,"WA","White",NA,"Male","45-64","some college","March","2012","Kaiser"
1,0,"WA","White","$75,000+","Female","45-64","postgraduate","March","2012","Kaiser"
0,1,"OR","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"OR","White","$20,000-$40,000","Female","45-64","some college","March","2012","Kaiser"
0,0,"CA","White",NA,"Male","45-64","high school graduate","March","2012","Kaiser"
