"aca.fav","state","race","income","sex","sex.race","age","education","month","year","polling.org"
0,"GA","Black","less than $20,000","Female","Female.Black","65+","high school graduate","November","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"NJ","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"FL","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"GA","White","$75,000+","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"RI","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","some college","November","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"AL","Other","$40,000-$75,000","Male","Male.Other","65+","some college","November","2013","Kaiser"
0,"NH","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"IN","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"NY","Black","less than $20,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Male","Male.White","30-44","less than a high school education","November","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"MN","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"NJ","White","$75,000+","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"NY","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","high school graduate","November","2013","Kaiser"
0,"MO","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"DE","White","$75,000+","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"IN","White","$75,000+","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","Female.White","45-64","less than a high school education","November","2013","Kaiser"
1,"WI","White","less than $20,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"LA","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
1,"AL","Black","$20,000-$40,000","Female","Female.Black","65+","some college","November","2013","Kaiser"
0,"LA","White","$40,000-$75,000","Male","Male.White","18-29","some college","November","2013","Kaiser"
0,"AZ","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"IL","Black","$40,000-$75,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
0,"CO","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"MT","White","$20,000-$40,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
1,"WI","White","$20,000-$40,000","Male","Male.White","30-44","high school graduate","November","2013","Kaiser"
0,"AZ","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"KS","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"MI","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"CO","Hispanic","$20,000-$40,000","Male","Male.Hispanic","30-44","postgraduate","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"MD","Hispanic","$20,000-$40,000","Female","Female.Hispanic","45-64","high school graduate","November","2013","Kaiser"
1,"NM","White","less than $20,000","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
1,"CO","White","$75,000+","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"TX","White","less than $20,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
0,"LA","White","$20,000-$40,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"NY","White","less than $20,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Female","Female.White","18-29","high school graduate","November","2013","Kaiser"
0,"NJ","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"UT","White","$40,000-$75,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"IL","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"CO","White","less than $20,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"NH","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
1,"AZ","Hispanic","$40,000-$75,000","Female","Female.Hispanic","65+","some college","November","2013","Kaiser"
0,"OR","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
1,"MT","White","less than $20,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"MO","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
1,"CA","Black","$40,000-$75,000","Female","Female.Black","65+","some college","November","2013","Kaiser"
1,"AL","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
1,"CA","Black","less than $20,000","Female","Female.Black","65+","some college","November","2013","Kaiser"
1,"CA","White","$75,000+","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"TN","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
1,"TN","Black","$20,000-$40,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
0,"MN","White","$75,000+","Female","Female.White","30-44","postgraduate","November","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"WA","White","$75,000+","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
0,"OR","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Female","Female.White","18-29","some college","November","2013","Kaiser"
0,"CO","White","$20,000-$40,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"UT","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"MT","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
1,"TN","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
1,"MN","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"KS","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"NV","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"WA","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"WA","White","$75,000+","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
0,"NV","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"WA","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"CA","White","less than $20,000","Male","Male.White","30-44","less than a high school education","November","2013","Kaiser"
1,"AK","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
1,"AK","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"AK","White","$75,000+","Male","Male.White","30-44","some college","November","2013","Kaiser"
1,"WA","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
1,"MA","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"PA","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"CT","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
1,"NY","Black","$75,000+","Male","Male.Black","65+","college graduate","November","2013","Kaiser"
0,"MD","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"SC","White","less than $20,000","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"AL","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
1,"PA","Hispanic","$75,000+","Male","Male.Hispanic","30-44","postgraduate","November","2013","Kaiser"
1,"MD","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"NJ","White","$75,000+","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"PA","White","less than $20,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"MA","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
0,"VA","White","$40,000-$75,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
1,"NY","Black","$20,000-$40,000","Male","Male.Black","30-44","high school graduate","November","2013","Kaiser"
0,"MO","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
0,"KS","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"OK","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"MS","Black","$20,000-$40,000","Male","Male.Black","65+","high school graduate","November","2013","Kaiser"
0,"MI","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"VA","Hispanic","$40,000-$75,000","Female","Female.Hispanic","45-64","postgraduate","November","2013","Kaiser"
0,"MO","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"CO","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"MO","White","less than $20,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"CO","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"WI","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"CT","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"SC","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"TX","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
1,"SC","Black","less than $20,000","Female","Female.Black","45-64","college graduate","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"DE","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
1,"WI","White","$75,000+","Male","Male.White","65+","college graduate","November","2013","Kaiser"
1,"VA","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
1,"PA","White","$40,000-$75,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","18-29","college graduate","November","2013","Kaiser"
0,"OK","White","less than $20,000","Female","Female.White","65+","less than a high school education","November","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"WA","White","$20,000-$40,000","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"OH","White","$40,000-$75,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"MD","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"MO","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"FL","Hispanic","$75,000+","Male","Male.Hispanic","65+","some college","November","2013","Kaiser"
1,"NJ","White","less than $20,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"PA","White","$75,000+","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
1,"NY","Black","$40,000-$75,000","Female","Female.Black","65+","some college","November","2013","Kaiser"
1,"WA","White","less than $20,000","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"CA","White","$75,000+","Female","Female.White","18-29","postgraduate","November","2013","Kaiser"
0,"GA","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"ME","White","less than $20,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"GA","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"VA","Black","$40,000-$75,000","Female","Female.Black","30-44","high school graduate","November","2013","Kaiser"
0,"PA","Hispanic","$75,000+","Male","Male.Hispanic","45-64","some college","November","2013","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"AZ","White","$75,000+","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"WI","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"NY","White","less than $20,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"CA","Other","$75,000+","Male","Male.Other","30-44","postgraduate","November","2013","Kaiser"
0,"WA","White","$75,000+","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"NV","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
1,"OH","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"MO","Other","$75,000+","Female","Female.Other","45-64","postgraduate","November","2013","Kaiser"
1,"IL","Black","$20,000-$40,000","Female","Female.Black","65+","postgraduate","November","2013","Kaiser"
0,"MN","White","$75,000+","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"FL","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"NY","White","$75,000+","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"PA","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"KY","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
0,"SC","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
0,"MA","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"MD","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"KY","White","$75,000+","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"MI","White","$40,000-$75,000","Male","Male.White","65+","some college","November","2013","Kaiser"
1,"WV","White","$75,000+","Male","Male.White","30-44","some college","November","2013","Kaiser"
1,"VT","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"FL","White","$75,000+","Male","Male.White","65+","college graduate","November","2013","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"NY","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"TX","Hispanic","$75,000+","Female","Female.Hispanic","45-64","some college","November","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
1,"KY","White","$20,000-$40,000","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
0,"MN","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
1,"IL","Black","less than $20,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
0,"TN","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"AZ","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","less than a high school education","November","2013","Kaiser"
1,"PA","White","$75,000+","Male","Male.White","30-44","postgraduate","November","2013","Kaiser"
0,"WI","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"PA","Hispanic","less than $20,000","Female","Female.Hispanic","65+","less than a high school education","November","2013","Kaiser"
1,"VA","White","$75,000+","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"MA","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
0,"FL","White","$20,000-$40,000","Male","Male.White","30-44","some college","November","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"NH","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
0,"IN","White","$20,000-$40,000","Male","Male.White","45-64","some college","November","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
1,"CA","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","less than a high school education","November","2013","Kaiser"
0,"CA","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"FL","Other","$40,000-$75,000","Female","Female.Other","30-44","some college","November","2013","Kaiser"
1,"VA","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","30-44","less than a high school education","November","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"NC","Black","$20,000-$40,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
0,"IL","White","$75,000+","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"MS","White","$75,000+","Male","Male.White","30-44","some college","November","2013","Kaiser"
1,"TX","Hispanic","$40,000-$75,000","Male","Male.Hispanic","65+","high school graduate","November","2013","Kaiser"
0,"AZ","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","college graduate","November","2013","Kaiser"
1,"MN","White","$75,000+","Male","Male.White","30-44","some college","November","2013","Kaiser"
1,"AR","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"IA","White","$20,000-$40,000","Male","Male.White","65+","college graduate","November","2013","Kaiser"
1,"NJ","Black","$75,000+","Male","Male.Black","65+","postgraduate","November","2013","Kaiser"
0,"CA","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"CA","Black","$20,000-$40,000","Male","Male.Black","18-29","less than a high school education","November","2013","Kaiser"
0,"MN","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
1,"KY","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"NY","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","30-44","postgraduate","November","2013","Kaiser"
0,"CT","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"WI","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"CA","Black","$20,000-$40,000","Female","Female.Black","45-64","college graduate","November","2013","Kaiser"
0,"WA","White","$75,000+","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
1,"SD","White","$20,000-$40,000","Male","Male.White","65+","some college","November","2013","Kaiser"
0,"MS","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"IL","White","$40,000-$75,000","Male","Male.White","30-44","high school graduate","November","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
1,"WI","White","$40,000-$75,000","Male","Male.White","18-29","postgraduate","November","2013","Kaiser"
1,"CA","White","$20,000-$40,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"TX","Black","less than $20,000","Female","Female.Black","45-64","some college","November","2013","Kaiser"
1,"NM","White","$75,000+","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"NM","White","$75,000+","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
0,"CO","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
0,"CA","Hispanic","$75,000+","Female","Female.Hispanic","45-64","high school graduate","November","2013","Kaiser"
0,"NM","White","$75,000+","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"AZ","White","$40,000-$75,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"UT","White","$75,000+","Male","Male.White","18-29","high school graduate","November","2013","Kaiser"
0,"AZ","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"NC","White","$40,000-$75,000","Female","Female.White","65+","college graduate","November","2013","Kaiser"
1,"NY","Black","$75,000+","Male","Male.Black","45-64","high school graduate","November","2013","Kaiser"
1,"CT","Other","$75,000+","Female","Female.Other","45-64","college graduate","November","2013","Kaiser"
1,"VA","Black","$20,000-$40,000","Female","Female.Black","45-64","high school graduate","November","2013","Kaiser"
0,"NY","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
0,"PA","White","less than $20,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"PA","White","$40,000-$75,000","Male","Male.White","30-44","some college","November","2013","Kaiser"
0,"LA","White","less than $20,000","Female","Female.White","45-64","less than a high school education","November","2013","Kaiser"
1,"MI","White","$75,000+","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"NC","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"MN","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
1,"OH","White","$75,000+","Male","Male.White","45-64","college graduate","November","2013","Kaiser"
1,"IA","White","less than $20,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
1,"MI","Black","$20,000-$40,000","Female","Female.Black","45-64","college graduate","November","2013","Kaiser"
0,"NJ","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","November","2013","Kaiser"
0,"IN","White","less than $20,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
0,"CO","White","$75,000+","Female","Female.White","30-44","some college","November","2013","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","November","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
0,"MO","White","less than $20,000","Male","Male.White","65+","high school graduate","November","2013","Kaiser"
0,"TX","Black","$20,000-$40,000","Female","Female.Black","30-44","some college","November","2013","Kaiser"
0,"VA","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"NJ","White","$75,000+","Male","Male.White","30-44","high school graduate","November","2013","Kaiser"
0,"TN","White","$75,000+","Female","Female.White","45-64","college graduate","November","2013","Kaiser"
1,"NC","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","November","2013","Kaiser"
1,"TX","Hispanic","less than $20,000","Female","Female.Hispanic","65+","less than a high school education","November","2013","Kaiser"
0,"WI","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"OH","White","$20,000-$40,000","Female","Female.White","65+","some college","November","2013","Kaiser"
1,"MN","White","less than $20,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
1,"MA","White","$75,000+","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
1,"CA","Other","less than $20,000","Male","Male.Other","65+","college graduate","November","2013","Kaiser"
0,"CO","White","$75,000+","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"NY","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"WY","White","$75,000+","Female","Female.White","45-64","postgraduate","November","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
1,"MI","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","November","2013","Kaiser"
1,"MD","Other","$75,000+","Female","Female.Other","45-64","college graduate","November","2013","Kaiser"
0,"MN","White","less than $20,000","Female","Female.White","45-64","high school graduate","November","2013","Kaiser"
1,"NY","White","$75,000+","Female","Female.White","65+","postgraduate","November","2013","Kaiser"
0,"LA","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","November","2013","Kaiser"
0,"IN","White","$40,000-$75,000","Female","Female.White","45-64","some college","November","2013","Kaiser"
0,"WA","White","$40,000-$75,000","Female","Female.White","30-44","postgraduate","November","2013","Kaiser"
0,"FL","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"MI","White","$75,000+","Male","Male.White","45-64","postgraduate","November","2013","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
1,"NE","White","$75,000+","Female","Female.White","30-44","postgraduate","November","2013","Kaiser"
0,"NC","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","November","2013","Kaiser"
