"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
0,0,"UT","White","$40,000-$75,000","Female","30-44","some college","October","2013","Kaiser"
0,0,"OK","Other","less than $20,000","Female","18-29","high school graduate","October","2013","Kaiser"
1,0,"MN","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,1,"IL","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
NA,0,"TN","Black","less than $20,000","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"AL","White","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
0,0,"AZ","White",NA,"Female","65+","some college","October","2013","Kaiser"
1,NA,"CA","Other","$20,000-$40,000","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"OR","Hispanic","less than $20,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"CA","White",NA,"Female","65+","postgraduate","October","2013","Kaiser"
0,0,"CA","White",NA,"Female","65+","some college","October","2013","Kaiser"
0,1,"AZ","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
NA,0,"MA","White","$20,000-$40,000","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"OH","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
NA,0,"NY","White",NA,"Female","18-29","college graduate","October","2013","Kaiser"
0,0,"OH","White","$40,000-$75,000","Male","65+","high school graduate","October","2013","Kaiser"
NA,0,"TN","White","less than $20,000","Female","65+","less than a high school education","October","2013","Kaiser"
1,0,"MI","Black","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
1,0,"MD","Black","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
NA,0,"OH","White",NA,"Female","65+","less than a high school education","October","2013","Kaiser"
0,1,"IL","White",NA,"Female","65+","postgraduate","October","2013","Kaiser"
1,0,"MA",NA,NA,"Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"CT","Other","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
NA,0,"PA","White",NA,"Male","65+",NA,"October","2013","Kaiser"
1,0,"FL","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"NJ","Other",NA,"Female","45-64","college graduate","October","2013","Kaiser"
0,1,"NY","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
0,NA,"MD","White","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
0,0,"NJ","White","$75,000+","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"ME","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"NJ","White","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
0,1,"SC","White","$75,000+","Female","65+","postgraduate","October","2013","Kaiser"
0,1,"SC","White","$40,000-$75,000","Female","65+","college graduate","October","2013","Kaiser"
0,1,"MD","White","$40,000-$75,000","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"MA","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
NA,0,"OH","White","less than $20,000","Male","45-64","some college","October","2013","Kaiser"
0,0,"OH","White","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"VA","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,NA,"OH","White","$40,000-$75,000","Female","30-44","college graduate","October","2013","Kaiser"
NA,0,"KY",NA,"less than $20,000","Male","45-64","high school graduate","October","2013","Kaiser"
1,0,"KY","White","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
1,0,"OH","Black","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"MA","Other","less than $20,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"VT","White","$20,000-$40,000","Female","45-64","college graduate","October","2013","Kaiser"
NA,1,"NY","Hispanic","$40,000-$75,000","Female","30-44","less than a high school education","October","2013","Kaiser"
0,NA,"VT","White","less than $20,000","Female","65+","less than a high school education","October","2013","Kaiser"
1,0,"FL",NA,"$40,000-$75,000","Female","45-64","postgraduate","October","2013","Kaiser"
0,1,"NY","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
0,NA,"MA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"NJ","Black","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
0,1,"NY","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
1,0,"DE","Black","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
0,0,"SC","White",NA,"Female","65+","some college","October","2013","Kaiser"
1,0,"GA","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
0,0,"PA","White","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"MI","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"FL","White","$75,000+","Female","65+","postgraduate","October","2013","Kaiser"
NA,0,"NY","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","October","2013","Kaiser"
0,1,"TN","White","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
1,0,"IA","White","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"LA","White",NA,"Female","30-44","less than a high school education","October","2013","Kaiser"
NA,NA,"IL","White",NA,"Female","45-64","high school graduate","October","2013","Kaiser"
0,0,"NJ","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"NJ","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"ME","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"NY","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
0,0,"MO","White","$40,000-$75,000","Male","30-44","less than a high school education","October","2013","Kaiser"
0,0,"MA","White","$75,000+","Female","45-64","high school graduate","October","2013","Kaiser"
NA,0,"TX","Black","less than $20,000","Female","65+","less than a high school education","October","2013","Kaiser"
1,0,"MO","Black","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
1,0,"AL","White","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
0,0,"NE","White","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
0,1,"NC","Black","less than $20,000","Female","65+","some college","October","2013","Kaiser"
0,NA,"MI","White",NA,"Female","65+",NA,"October","2013","Kaiser"
1,0,"NJ","Black","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
NA,NA,"IN","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"WI","White",NA,"Male","30-44","some college","October","2013","Kaiser"
1,1,"GA","White","$75,000+","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"TN","Black","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"PA","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
NA,0,"TX","Other","$20,000-$40,000","Male","18-29","college graduate","October","2013","Kaiser"
NA,0,"NC","White","$20,000-$40,000","Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"NJ","Hispanic",NA,"Female","30-44","high school graduate","October","2013","Kaiser"
0,1,"FL","White","$40,000-$75,000","Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"FL","White","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
1,0,"CT","Hispanic","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
NA,NA,"TN","Black","less than $20,000","Male","65+","less than a high school education","October","2013","Kaiser"
1,0,"WI","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
0,1,"PA","White","$20,000-$40,000","Male","65+","postgraduate","October","2013","Kaiser"
1,0,"NY","White",NA,"Male","65+","high school graduate","October","2013","Kaiser"
0,NA,"SC","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
NA,0,"VA","Black","less than $20,000","Female","45-64","less than a high school education","October","2013","Kaiser"
0,1,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"TX","Black","$75,000+","Female","30-44","postgraduate","October","2013","Kaiser"
1,0,"CO","White","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
NA,0,"MO","White",NA,"Female","65+","high school graduate","October","2013","Kaiser"
1,0,"UT","White","$20,000-$40,000","Male","65+","some college","October","2013","Kaiser"
NA,0,"IL","White","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
NA,0,"OK","Black","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
0,0,"MI","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"LA","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"NM","Hispanic","$20,000-$40,000","Female","65+","postgraduate","October","2013","Kaiser"
1,0,"IA","White","$20,000-$40,000","Female","65+","college graduate","October","2013","Kaiser"
1,0,"VT","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
NA,1,"IA","White","$40,000-$75,000","Male","65+","high school graduate","October","2013","Kaiser"
0,0,"IN","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
0,0,"UT","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
0,0,"ID","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
0,0,"PA","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"IA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"MO","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"FL","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
1,NA,"VA","White","less than $20,000","Female","65+","postgraduate","October","2013","Kaiser"
0,1,"MA","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
1,0,"MO","White",NA,"Female","65+",NA,"October","2013","Kaiser"
1,0,"NY","White",NA,"Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"TN","Black","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"PA","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"CO","White","$40,000-$75,000","Female","65+","college graduate","October","2013","Kaiser"
1,0,"WI","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
0,NA,"CA","Hispanic","$40,000-$75,000","Male","65+","less than a high school education","October","2013","Kaiser"
NA,NA,"CA","White","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"MI",NA,NA,"Female","65+","high school graduate","October","2013","Kaiser"
1,0,"AZ","Hispanic","$40,000-$75,000","Female","65+","some college","October","2013","Kaiser"
0,0,"AZ","White","$40,000-$75,000","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"AZ","White","$75,000+","Male","65+","some college","October","2013","Kaiser"
1,0,"NE","White","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
1,0,"DC","Black",NA,"Female","65+","college graduate","October","2013","Kaiser"
NA,0,"MA","White","$20,000-$40,000","Female","45-64","high school graduate","October","2013","Kaiser"
0,1,"VT","White","$75,000+","Male","65+","some college","October","2013","Kaiser"
0,1,"FL","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"ME","White","$40,000-$75,000","Male","65+","some college","October","2013","Kaiser"
1,0,"NY","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
NA,0,"SC","Other","less than $20,000","Male","30-44","high school graduate","October","2013","Kaiser"
0,0,"FL","White",NA,"Male","65+","college graduate","October","2013","Kaiser"
0,0,"SC","White","$20,000-$40,000","Male","65+","less than a high school education","October","2013","Kaiser"
1,0,"OH","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
1,0,"NC","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
0,1,"NY","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"OK","White","less than $20,000","Male","65+","some college","October","2013","Kaiser"
0,1,"KY","White",NA,"Female","65+","college graduate","October","2013","Kaiser"
1,0,"OH","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
0,0,"IL","White","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
NA,NA,"MA","White",NA,"Female","65+",NA,"October","2013","Kaiser"
1,0,"MD","White","$75,000+","Female","30-44","postgraduate","October","2013","Kaiser"
1,0,"MO","White","$75,000+","Male","45-64","high school graduate","October","2013","Kaiser"
1,0,"TX",NA,"$75,000+","Male","30-44","college graduate","October","2013","Kaiser"
NA,0,"NY","White",NA,"Female","65+","high school graduate","October","2013","Kaiser"
1,0,"OH","Other","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
0,0,"OH","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"IL","Other","$75,000+","Male","30-44","postgraduate","October","2013","Kaiser"
