"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
0,0,"AZ","White","$75,000+","Female","45-64","some college","November","2012","Kaiser"
0,1,"NM","White","$20,000-$40,000","Female","18-29","some college","November","2012","Kaiser"
0,1,"HI","Hispanic","$75,000+","Male","45-64","college graduate","November","2012","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","high school graduate","November","2012","Kaiser"
1,0,"CA","Other","$75,000+","Male","30-44","postgraduate","November","2012","Kaiser"
0,0,"CA","Hispanic","$75,000+","Male","45-64","high school graduate","November","2012","Kaiser"
0,1,"IA","Other","less than $20,000","Female","65+","some college","November","2012","Kaiser"
1,NA,"MA","White","$20,000-$40,000","Female","18-29","some college","November","2012","Kaiser"
0,NA,"MN","White","$75,000+","Male","45-64","postgraduate","November","2012","Kaiser"
0,0,"KS","White","$20,000-$40,000","Female","18-29","some college","November","2012","Kaiser"
0,1,"IN","White","$20,000-$40,000","Female","65+","some college","November","2012","Kaiser"
0,1,"GA","White","$75,000+","Female","45-64","college graduate","November","2012","Kaiser"
1,0,"OH","Black","less than $20,000","Female","30-44","some college","November","2012","Kaiser"
0,0,"MS","White","$20,000-$40,000","Male","30-44","high school graduate","November","2012","Kaiser"
NA,0,"AL","Black","$20,000-$40,000","Female","45-64","less than a high school education","November","2012","Kaiser"
NA,0,"MO","Black","$20,000-$40,000","Male","45-64","college graduate","November","2012","Kaiser"
1,0,"MA","White","$20,000-$40,000","Male","30-44","college graduate","November","2012","Kaiser"
1,1,"NY","White","$40,000-$75,000","Female","18-29","college graduate","November","2012","Kaiser"
1,0,"IN","White","$75,000+","Male","45-64","high school graduate","November","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","45-64","postgraduate","November","2012","Kaiser"
0,0,"NY","White","$75,000+","Male","45-64","college graduate","November","2012","Kaiser"
1,0,"NY","White",NA,"Male","18-29","some college","November","2012","Kaiser"
NA,NA,"PA","White",NA,"Male","18-29","high school graduate","November","2012","Kaiser"
0,0,"NY","Hispanic","less than $20,000","Male","18-29","less than a high school education","November","2012","Kaiser"
1,0,"PA","White","$75,000+","Female","45-64","some college","November","2012","Kaiser"
1,0,"PA","White","$40,000-$75,000","Female","45-64","high school graduate","November","2012","Kaiser"
0,0,"FL","White","$40,000-$75,000","Male","30-44","high school graduate","November","2012","Kaiser"
1,0,"MI","White","$75,000+","Female","45-64","college graduate","November","2012","Kaiser"
NA,NA,"NY","Hispanic","less than $20,000","Male","18-29","less than a high school education","November","2012","Kaiser"
1,0,"MI",NA,"$40,000-$75,000","Male","45-64","postgraduate","November","2012","Kaiser"
0,NA,"MI","Other","less than $20,000","Female","18-29","high school graduate","November","2012","Kaiser"
1,0,"NY","White","less than $20,000","Male","18-29","high school graduate","November","2012","Kaiser"
1,NA,"NJ","White","less than $20,000","Female","18-29","high school graduate","November","2012","Kaiser"
NA,0,"IN","Other","$20,000-$40,000","Female","45-64","high school graduate","November","2012","Kaiser"
1,0,"NY","Black","$20,000-$40,000","Female","30-44","some college","November","2012","Kaiser"
1,0,"DC","White","less than $20,000","Female","18-29","college graduate","November","2012","Kaiser"
0,1,"TX","Hispanic","$20,000-$40,000","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"VA","White","$75,000+","Female","18-29","postgraduate","November","2012","Kaiser"
1,0,"VA","White","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"GA","Black","$40,000-$75,000","Male","45-64","postgraduate","November","2012","Kaiser"
0,1,"TX","Hispanic","$40,000-$75,000","Female","18-29","high school graduate","November","2012","Kaiser"
NA,NA,"NC","White","$20,000-$40,000","Female","30-44","some college","November","2012","Kaiser"
1,0,"AL","Black","$20,000-$40,000","Female","30-44","postgraduate","November","2012","Kaiser"
1,1,"MS","White","less than $20,000","Male","65+","some college","November","2012","Kaiser"
0,NA,"VA","White","$40,000-$75,000","Male","30-44","postgraduate","November","2012","Kaiser"
NA,0,"LA","Black","$40,000-$75,000","Female","45-64","some college","November","2012","Kaiser"
1,0,"FL","Hispanic","$40,000-$75,000","Female","18-29","college graduate","November","2012","Kaiser"
1,0,"VA","White","less than $20,000","Male","18-29","high school graduate","November","2012","Kaiser"
1,1,"GA","Black",NA,"Female","18-29","college graduate","November","2012","Kaiser"
0,0,"KY","White","$20,000-$40,000","Male","18-29","college graduate","November","2012","Kaiser"
NA,1,"KY","White","$40,000-$75,000","Male","65+","high school graduate","November","2012","Kaiser"
0,0,"TX","Hispanic","less than $20,000","Female","18-29","some college","November","2012","Kaiser"
0,1,"AL","Other","$75,000+","Male","45-64","college graduate","November","2012","Kaiser"
0,1,"TX","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","November","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
0,NA,"IL","White",NA,"Male",NA,NA,"November","2012","Kaiser"
0,0,"IL","White","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"VA","White",NA,"Female","65+","high school graduate","November","2012","Kaiser"
1,0,"LA","Other","$20,000-$40,000","Female","45-64","college graduate","November","2012","Kaiser"
0,1,"FL","White","$20,000-$40,000","Male","45-64","high school graduate","November","2012","Kaiser"
NA,NA,"FL","Hispanic","less than $20,000","Female","30-44","some college","November","2012","Kaiser"
1,NA,"WV","White","$40,000-$75,000","Female","30-44","college graduate","November","2012","Kaiser"
NA,0,"TX","White","$20,000-$40,000","Male","18-29","high school graduate","November","2012","Kaiser"
1,0,"TX","White",NA,"Male","30-44","high school graduate","November","2012","Kaiser"
1,0,"TX","Black","$40,000-$75,000","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"LA","White","less than $20,000","Female","30-44","high school graduate","November","2012","Kaiser"
1,0,"MD","Black","$40,000-$75,000","Female","30-44","college graduate","November","2012","Kaiser"
1,0,"TX","Hispanic","$20,000-$40,000","Female","30-44","some college","November","2012","Kaiser"
NA,NA,"TX","Hispanic","$20,000-$40,000","Male","45-64","less than a high school education","November","2012","Kaiser"
0,0,"MD","White","$75,000+","Male","45-64","college graduate","November","2012","Kaiser"
1,0,"IL","White",NA,"Male","65+","college graduate","November","2012","Kaiser"
0,0,"GA","White","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"IL","White","$75,000+","Male","18-29","college graduate","November","2012","Kaiser"
NA,NA,"TX","White","$40,000-$75,000","Male","18-29","less than a high school education","November","2012","Kaiser"
1,0,"KY","White","less than $20,000","Female","18-29","some college","November","2012","Kaiser"
1,0,"GA","Black","$40,000-$75,000","Male","45-64","college graduate","November","2012","Kaiser"
0,0,"TX","Other","$75,000+","Female","30-44","college graduate","November","2012","Kaiser"
0,0,"SC","White","$75,000+","Female","30-44","postgraduate","November","2012","Kaiser"
1,0,"OH","White","$40,000-$75,000","Female","30-44","postgraduate","November","2012","Kaiser"
0,1,"ND","White","$75,000+","Male","45-64","college graduate","November","2012","Kaiser"
0,0,"FL","Hispanic",NA,"Male","45-64","high school graduate","November","2012","Kaiser"
1,1,"DC","Black","less than $20,000","Male","30-44","some college","November","2012","Kaiser"
1,0,"TX","Hispanic","$20,000-$40,000","Male","45-64","some college","November","2012","Kaiser"
0,NA,"AR","White","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
0,0,"OK","White","$40,000-$75,000","Female","45-64","college graduate","November","2012","Kaiser"
0,0,"WA","White","$40,000-$75,000","Male","30-44","postgraduate","November","2012","Kaiser"
NA,NA,"TX","White","less than $20,000","Male","30-44","less than a high school education","November","2012","Kaiser"
0,0,"FL","White","less than $20,000","Male","18-29","high school graduate","November","2012","Kaiser"
1,0,"FL","White","$20,000-$40,000","Male","45-64","some college","November","2012","Kaiser"
NA,0,"TN","White","$20,000-$40,000","Female","18-29","college graduate","November","2012","Kaiser"
0,0,"FL","White",NA,"Male","30-44","less than a high school education","November","2012","Kaiser"
0,0,"IA","White","less than $20,000","Male","18-29","some college","November","2012","Kaiser"
1,0,"IA","Other","$40,000-$75,000","Male","18-29","college graduate","November","2012","Kaiser"
0,0,"GA","White","$40,000-$75,000","Male","45-64","college graduate","November","2012","Kaiser"
NA,0,"IA","White","$40,000-$75,000","Female","65+","some college","November","2012","Kaiser"
0,0,"NJ","Other","$75,000+","Female","30-44","postgraduate","November","2012","Kaiser"
NA,NA,"NJ",NA,NA,"Male","18-29",NA,"November","2012","Kaiser"
NA,0,"RI","White","$75,000+","Male","30-44","postgraduate","November","2012","Kaiser"
0,0,"OH","White","$40,000-$75,000","Male","30-44","some college","November","2012","Kaiser"
1,NA,"IL","White","$20,000-$40,000","Female","65+","some college","November","2012","Kaiser"
0,0,"IN","White","$40,000-$75,000","Female","30-44","postgraduate","November","2012","Kaiser"
NA,1,"IA","Black","less than $20,000","Female","18-29","high school graduate","November","2012","Kaiser"
0,1,"HI","Other","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
NA,1,"CA","White","$40,000-$75,000","Female","45-64","some college","November","2012","Kaiser"
0,1,"OR","White","$75,000+","Male","45-64","some college","November","2012","Kaiser"
NA,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","less than a high school education","November","2012","Kaiser"
0,1,"WI","White","$75,000+","Male","18-29","some college","November","2012","Kaiser"
NA,0,"WI","White","$75,000+","Female","45-64","postgraduate","November","2012","Kaiser"
1,0,"CO","White","$75,000+","Male","45-64","postgraduate","November","2012","Kaiser"
0,NA,"MO","White","$20,000-$40,000","Male","18-29","some college","November","2012","Kaiser"
1,0,"IN","White",NA,"Female","65+","high school graduate","November","2012","Kaiser"
NA,0,"IN","White","$20,000-$40,000","Male","45-64","college graduate","November","2012","Kaiser"
NA,NA,"IA","Black","$20,000-$40,000","Female","18-29","high school graduate","November","2012","Kaiser"
NA,NA,"OH","White","less than $20,000","Female","18-29","high school graduate","November","2012","Kaiser"
1,0,"MN","White","$75,000+","Male","45-64","some college","November","2012","Kaiser"
1,0,"MO","White","$40,000-$75,000","Female","45-64","high school graduate","November","2012","Kaiser"
1,0,"MO","Black","less than $20,000","Male","18-29","less than a high school education","November","2012","Kaiser"
0,0,"MO","White","$20,000-$40,000","Male","18-29","some college","November","2012","Kaiser"
1,0,"IL","White","$75,000+","Male","30-44","some college","November","2012","Kaiser"
0,0,"OH","White","$75,000+","Male","30-44","postgraduate","November","2012","Kaiser"
0,0,"CO","White","$40,000-$75,000","Male","18-29","high school graduate","November","2012","Kaiser"
0,0,"OH","White","$40,000-$75,000","Male","45-64","college graduate","November","2012","Kaiser"
1,0,"WA","White","$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
0,0,"CA","White","$75,000+","Male","45-64","college graduate","November","2012","Kaiser"
0,1,"TN","White","$75,000+","Male","45-64","postgraduate","November","2012","Kaiser"
NA,NA,"CA","Hispanic","$20,000-$40,000","Female","45-64","college graduate","November","2012","Kaiser"
1,0,"WY","Other","$20,000-$40,000","Male","30-44","some college","November","2012","Kaiser"
1,1,"CA","Hispanic","$20,000-$40,000","Female","18-29","college graduate","November","2012","Kaiser"
0,0,"CA","White","$75,000+","Male","30-44","some college","November","2012","Kaiser"
0,1,"WA","White","$75,000+","Male","65+","college graduate","November","2012","Kaiser"
0,0,"CA","White","$20,000-$40,000","Male","45-64","high school graduate","November","2012","Kaiser"
0,1,"CA","White",NA,"Male","45-64","high school graduate","November","2012","Kaiser"
1,1,"CA","Black","$40,000-$75,000","Male","18-29","less than a high school education","November","2012","Kaiser"
0,NA,"CA","Hispanic","$40,000-$75,000","Male","45-64","college graduate","November","2012","Kaiser"
0,1,"AZ","White","less than $20,000","Male","45-64","college graduate","November","2012","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","November","2012","Kaiser"
NA,1,"CA","White","$40,000-$75,000","Female","45-64","college graduate","November","2012","Kaiser"
1,0,"OR","White","$40,000-$75,000","Male","30-44","college graduate","November","2012","Kaiser"
0,0,"NJ","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","November","2012","Kaiser"
1,1,"WA","Hispanic","$40,000-$75,000","Female","18-29","some college","November","2012","Kaiser"
0,0,"UT","White","less than $20,000","Female","30-44","less than a high school education","November","2012","Kaiser"
0,0,"HI","Other","$20,000-$40,000","Male","65+","college graduate","November","2012","Kaiser"
NA,0,"AZ","Other","$40,000-$75,000","Male","18-29","high school graduate","November","2012","Kaiser"
0,0,"WA","Other","less than $20,000","Female","45-64","some college","November","2012","Kaiser"
NA,0,"WA","White","$20,000-$40,000","Female","45-64","high school graduate","November","2012","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Female","45-64","high school graduate","November","2012","Kaiser"
1,1,"CA","White","$40,000-$75,000","Male","45-64","some college","November","2012","Kaiser"
0,1,"CA","White","less than $20,000","Male","45-64","postgraduate","November","2012","Kaiser"
NA,NA,"CA",NA,NA,"Male","18-29","some college","November","2012","Kaiser"
0,1,"NV","Other","$40,000-$75,000","Male","65+","college graduate","November","2012","Kaiser"
1,NA,"CO","White","$40,000-$75,000","Female","45-64","some college","November","2012","Kaiser"
1,0,"CA","Black",NA,"Male","45-64","some college","November","2012","Kaiser"
1,0,"WA","White","less than $20,000","Male","30-44","college graduate","November","2012","Kaiser"
1,1,"OR","White","$40,000-$75,000","Male","30-44","some college","November","2012","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Female","18-29","less than a high school education","November","2012","Kaiser"
0,0,"UT","White","$20,000-$40,000","Male","30-44","college graduate","November","2012","Kaiser"
NA,0,"TN","White","$40,000-$75,000","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"TX","White","$40,000-$75,000","Female","30-44","postgraduate","November","2012","Kaiser"
1,0,"WI","White","$40,000-$75,000","Female","65+","some college","November","2012","Kaiser"
0,0,"MS","White",NA,"Female","65+","high school graduate","November","2012","Kaiser"
0,1,"MS","Other","$75,000+","Male","30-44","postgraduate","November","2012","Kaiser"
1,0,"IL","White",NA,"Male","65+","college graduate","November","2012","Kaiser"
0,0,"IL",NA,"$75,000+","Male","30-44","college graduate","November","2012","Kaiser"
0,0,"AZ","White","$40,000-$75,000","Male","18-29","college graduate","November","2012","Kaiser"
1,0,"IL","Hispanic","$40,000-$75,000","Male","30-44","some college","November","2012","Kaiser"
1,0,"IL","White",NA,"Female","45-64","high school graduate","November","2012","Kaiser"
0,0,"AL","Black","$20,000-$40,000","Female","18-29","less than a high school education","November","2012","Kaiser"
NA,0,"AL","White","less than $20,000","Male","18-29","some college","November","2012","Kaiser"
0,NA,"TX","White",NA,"Male","45-64","college graduate","November","2012","Kaiser"
0,1,"AZ","White",NA,"Male","45-64","some college","November","2012","Kaiser"
1,NA,"CA","Hispanic","$20,000-$40,000","Male","30-44","high school graduate","November","2012","Kaiser"
1,0,"TX","Hispanic","$75,000+","Male","18-29","high school graduate","November","2012","Kaiser"
0,0,"TX","White","$75,000+","Male","45-64","postgraduate","November","2012","Kaiser"
0,0,"IA","White","$75,000+","Male","65+","postgraduate","November","2012","Kaiser"
NA,0,"TX","White","$40,000-$75,000","Male","30-44","college graduate","November","2012","Kaiser"
1,0,"TX","Hispanic","$75,000+","Female","18-29","college graduate","November","2012","Kaiser"
NA,NA,"NC","White","less than $20,000","Male","18-29","less than a high school education","November","2012","Kaiser"
NA,1,"TX","Hispanic","$75,000+","Male","30-44","less than a high school education","November","2012","Kaiser"
1,0,"TX","Black","$40,000-$75,000","Female","18-29","less than a high school education","November","2012","Kaiser"
1,0,"TX","White","$40,000-$75,000","Male","30-44","postgraduate","November","2012","Kaiser"
NA,NA,"LA","White","$75,000+","Female","30-44","high school graduate","November","2012","Kaiser"
1,0,"TX","White","$40,000-$75,000","Female","45-64","postgraduate","November","2012","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Female","45-64","some college","November","2012","Kaiser"
1,0,"MA","Black","$40,000-$75,000","Female","18-29","college graduate","November","2012","Kaiser"
0,0,"CA","White",NA,"Female","30-44","college graduate","November","2012","Kaiser"
1,0,"PA","White","$75,000+","Male","45-64","high school graduate","November","2012","Kaiser"
1,NA,"CT","Hispanic",NA,"Male","18-29","high school graduate","November","2012","Kaiser"
1,0,"FL","White","$20,000-$40,000","Male","45-64","college graduate","November","2012","Kaiser"
