"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
1,NA,"NM","Hispanic",NA,"Male","18-29","less than a high school education","September","2012","Kaiser"
0,NA,"CA","White","$40,000-$75,000","Female","45-64","college graduate","September","2012","Kaiser"
NA,NA,"CA","Hispanic","less than $20,000","Male","45-64","less than a high school education","September","2012","Kaiser"
1,0,"AZ","White","less than $20,000","Male","18-29","college graduate","September","2012","Kaiser"
0,0,"CA","Other","$20,000-$40,000","Female","45-64","college graduate","September","2012","Kaiser"
0,0,"IN","White","less than $20,000","Male","18-29","less than a high school education","September","2012","Kaiser"
0,0,"WA","White","$75,000+","Female","18-29","some college","September","2012","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"TX","Hispanic","$75,000+","Female","30-44","postgraduate","September","2012","Kaiser"
NA,0,"MI","White","$75,000+","Male","30-44","some college","September","2012","Kaiser"
NA,0,"KY","White","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
0,0,"MD","White","$20,000-$40,000","Female","18-29","some college","September","2012","Kaiser"
1,0,"VA","Black",NA,"Female","30-44","some college","September","2012","Kaiser"
1,0,"OH","Black","$40,000-$75,000","Female","18-29","high school graduate","September","2012","Kaiser"
1,0,"TX","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
NA,0,"CA","Black","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,0,"MI","White","$75,000+","Male","18-29","some college","September","2012","Kaiser"
0,0,"CA","Hispanic","$75,000+","Male","18-29","some college","September","2012","Kaiser"
1,0,"TX","White","$40,000-$75,000","Female","30-44","high school graduate","September","2012","Kaiser"
0,0,"SC","White","$75,000+","Female","30-44","postgraduate","September","2012","Kaiser"
0,0,"FL","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"SC","White","$20,000-$40,000","Male","30-44","some college","September","2012","Kaiser"
1,0,"IL","White","$75,000+","Male","65+","postgraduate","September","2012","Kaiser"
0,0,"OH","Hispanic","less than $20,000","Female","18-29","college graduate","September","2012","Kaiser"
0,NA,"MI","White",NA,"Male","45-64","college graduate","September","2012","Kaiser"
0,0,"IA","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
NA,1,"TX","White","$40,000-$75,000","Male","30-44","high school graduate","September","2012","Kaiser"
0,1,"AR","White","$20,000-$40,000","Male","65+","high school graduate","September","2012","Kaiser"
1,0,"CA","White","$40,000-$75,000","Female","18-29","college graduate","September","2012","Kaiser"
1,0,"NC","Black","less than $20,000","Male","30-44","high school graduate","September","2012","Kaiser"
NA,0,"MA","White","$20,000-$40,000","Female","18-29","college graduate","September","2012","Kaiser"
NA,0,"MI","White","less than $20,000","Male","45-64","college graduate","September","2012","Kaiser"
0,NA,"TN","White","$40,000-$75,000","Female","18-29","postgraduate","September","2012","Kaiser"
1,NA,"CA","Hispanic",NA,"Male","45-64","high school graduate","September","2012","Kaiser"
0,NA,"OH","White","less than $20,000","Male","45-64","less than a high school education","September","2012","Kaiser"
0,1,"FL","White","less than $20,000","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"TX","Black","$20,000-$40,000","Male","65+","less than a high school education","September","2012","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Female","18-29","some college","September","2012","Kaiser"
0,1,"SC","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,NA,"VA","Other","$20,000-$40,000","Female","18-29","some college","September","2012","Kaiser"
0,0,"FL","White","$20,000-$40,000","Male","45-64","college graduate","September","2012","Kaiser"
NA,0,"IL","White","$20,000-$40,000","Male","65+","high school graduate","September","2012","Kaiser"
NA,1,"OR","White","$40,000-$75,000","Female","45-64","some college","September","2012","Kaiser"
1,0,"NM",NA,NA,"Male","45-64","college graduate","September","2012","Kaiser"
0,0,"FL","Hispanic",NA,"Female","30-44","postgraduate","September","2012","Kaiser"
1,0,"OR","White","$20,000-$40,000","Female","65+","some college","September","2012","Kaiser"
1,0,"FL","Other","$40,000-$75,000","Male","18-29","some college","September","2012","Kaiser"
0,1,"TX","White","$75,000+","Female","65+","high school graduate","September","2012","Kaiser"
1,0,"MD","White","$40,000-$75,000","Male","18-29","college graduate","September","2012","Kaiser"
NA,0,"IL","White","$40,000-$75,000","Male","65+","some college","September","2012","Kaiser"
1,0,"CT","White","$20,000-$40,000","Female","18-29","college graduate","September","2012","Kaiser"
0,1,"MO","White",NA,"Female","65+","college graduate","September","2012","Kaiser"
NA,0,"CA","Other","$75,000+","Male","18-29","postgraduate","September","2012","Kaiser"
1,0,"MN","White","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
NA,0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","September","2012","Kaiser"
1,1,"WI","White","less than $20,000","Male","18-29","high school graduate","September","2012","Kaiser"
0,1,"MD","White","less than $20,000","Female","65+","some college","September","2012","Kaiser"
1,0,"WV","White",NA,"Male","45-64",NA,"September","2012","Kaiser"
0,0,"WI","White","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
0,1,"OH","White","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
1,0,"GA","Black","less than $20,000","Female","45-64","less than a high school education","September","2012","Kaiser"
NA,1,"IN","White",NA,"Male","18-29","less than a high school education","September","2012","Kaiser"
0,0,"CT","White","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
0,1,"IN","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"FL","White","$40,000-$75,000","Male","45-64","some college","September","2012","Kaiser"
0,0,"NY","Black","$40,000-$75,000","Female","18-29","some college","September","2012","Kaiser"
1,0,"VA","Other","$75,000+","Female","18-29","some college","September","2012","Kaiser"
1,0,"MO","White","$40,000-$75,000","Male","45-64","high school graduate","September","2012","Kaiser"
1,0,"FL","White","less than $20,000","Male","18-29","some college","September","2012","Kaiser"
1,0,"OH","White","$40,000-$75,000","Male","45-64","college graduate","September","2012","Kaiser"
0,0,"MO","White","$75,000+","Male","65+","postgraduate","September","2012","Kaiser"
0,0,"FL","Black","$20,000-$40,000","Female","45-64","high school graduate","September","2012","Kaiser"
0,0,"FL","Hispanic","less than $20,000","Female","18-29","postgraduate","September","2012","Kaiser"
NA,0,"WI","White","$40,000-$75,000","Female","30-44","college graduate","September","2012","Kaiser"
0,0,"FL","White","$20,000-$40,000","Male","30-44","some college","September","2012","Kaiser"
0,1,"SD","White","less than $20,000","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"NY","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
1,1,"NC","Hispanic","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
1,0,"PA","White",NA,"Female","45-64","college graduate","September","2012","Kaiser"
1,0,"IL","Hispanic","less than $20,000","Female","18-29","some college","September","2012","Kaiser"
NA,0,"MO","White","$20,000-$40,000","Male","18-29","postgraduate","September","2012","Kaiser"
1,0,"WV","White","$40,000-$75,000","Male","45-64","some college","September","2012","Kaiser"
NA,NA,"VA","White","$20,000-$40,000","Male","18-29","high school graduate","September","2012","Kaiser"
1,0,"NC","Black","less than $20,000","Male","65+","some college","September","2012","Kaiser"
0,1,"MI","White","$40,000-$75,000","Female","45-64","high school graduate","September","2012","Kaiser"
1,0,"IN","Other",NA,"Male","30-44","some college","September","2012","Kaiser"
NA,1,"NE","White",NA,"Male",NA,"college graduate","September","2012","Kaiser"
0,1,"GA","White",NA,"Male","18-29","some college","September","2012","Kaiser"
NA,1,"VA","Black","$40,000-$75,000","Male","45-64","some college","September","2012","Kaiser"
0,0,"CT","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
1,0,"OH","Hispanic","$40,000-$75,000","Male","30-44","less than a high school education","September","2012","Kaiser"
1,1,"SD","Other","$20,000-$40,000","Male","45-64","high school graduate","September","2012","Kaiser"
0,1,"IL","White","$75,000+","Female","30-44","college graduate","September","2012","Kaiser"
0,1,"VA","White","$40,000-$75,000","Male","45-64","some college","September","2012","Kaiser"
1,0,"FL","White","$40,000-$75,000","Male","65+","postgraduate","September","2012","Kaiser"
0,1,"GA","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,1,"IA","White","$40,000-$75,000","Female","45-64","postgraduate","September","2012","Kaiser"
0,1,"GA","White","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
1,0,"NC","White","$40,000-$75,000","Female","18-29","high school graduate","September","2012","Kaiser"
1,0,"IL",NA,"$40,000-$75,000","Female","45-64","college graduate","September","2012","Kaiser"
1,0,"NJ","Other","$20,000-$40,000","Male","18-29","college graduate","September","2012","Kaiser"
0,0,"MN","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"VA","White","$40,000-$75,000","Female","30-44","some college","September","2012","Kaiser"
1,0,"NY","Other","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
1,0,"WI","White","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
NA,0,"NJ","Black","$20,000-$40,000","Female","45-64","high school graduate","September","2012","Kaiser"
0,1,"TX",NA,"$75,000+","Male","45-64","some college","September","2012","Kaiser"
0,0,"LA","White","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
1,1,"OK","White","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
0,0,"TX","Other","$20,000-$40,000","Male","18-29","college graduate","September","2012","Kaiser"
0,0,"NC","White","$40,000-$75,000","Male","18-29","some college","September","2012","Kaiser"
0,1,"GA","White","$75,000+","Female","45-64","high school graduate","September","2012","Kaiser"
0,0,"MD","White","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
0,0,"TX","Hispanic","$40,000-$75,000","Male","18-29","high school graduate","September","2012","Kaiser"
0,NA,"NV","White","$75,000+","Male","65+","postgraduate","September","2012","Kaiser"
NA,NA,"NM","White","less than $20,000","Female","65+","less than a high school education","September","2012","Kaiser"
0,1,"CO","Hispanic","$40,000-$75,000","Male","30-44","postgraduate","September","2012","Kaiser"
1,0,"IA","White","$40,000-$75,000","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"AL","White","less than $20,000","Female","18-29","postgraduate","September","2012","Kaiser"
1,0,"MO","White","$40,000-$75,000","Female","18-29","some college","September","2012","Kaiser"
0,0,"WA","White","$40,000-$75,000","Male","30-44","less than a high school education","September","2012","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Male","30-44","high school graduate","September","2012","Kaiser"
1,1,"CA","Hispanic","$20,000-$40,000","Male","18-29","high school graduate","September","2012","Kaiser"
1,0,"WA","White","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
1,1,"CA","Hispanic","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
0,0,"CO","White","$75,000+","Male","18-29","some college","September","2012","Kaiser"
NA,1,"WA","White","$40,000-$75,000","Male","18-29","high school graduate","September","2012","Kaiser"
0,1,"AZ","White","$40,000-$75,000","Female","65+","some college","September","2012","Kaiser"
1,0,"WA","White","$75,000+","Female","30-44","postgraduate","September","2012","Kaiser"
1,0,"CA","White","$40,000-$75,000","Female","18-29","some college","September","2012","Kaiser"
0,1,"CA","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"CA","White","$40,000-$75,000","Female","65+","college graduate","September","2012","Kaiser"
NA,0,"LA","Black",NA,"Female","18-29","some college","September","2012","Kaiser"
NA,0,"FL","Hispanic","less than $20,000","Male","18-29","high school graduate","September","2012","Kaiser"
1,0,"NC","White","less than $20,000","Female","18-29","college graduate","September","2012","Kaiser"
0,1,"OH","White","$75,000+","Male","45-64","some college","September","2012","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","65+","postgraduate","September","2012","Kaiser"
0,1,"PA","White","$40,000-$75,000","Male","45-64","high school graduate","September","2012","Kaiser"
0,0,"FL","White","$40,000-$75,000","Female","45-64","postgraduate","September","2012","Kaiser"
NA,1,"VA","White","$40,000-$75,000","Female","18-29","some college","September","2012","Kaiser"
NA,NA,"TX","Black","less than $20,000","Male","18-29","high school graduate","September","2012","Kaiser"
0,1,"MI","White","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"TX","White","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
0,0,"MI","White","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"PA","White","$75,000+","Female","45-64","some college","September","2012","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","18-29","high school graduate","September","2012","Kaiser"
0,0,"WV","White","$75,000+","Female","45-64","postgraduate","September","2012","Kaiser"
0,0,"TX","White",NA,"Male","18-29","some college","September","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"NY","Black","$40,000-$75,000","Male","18-29","high school graduate","September","2012","Kaiser"
0,0,"VA","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,0,"WI","White","$40,000-$75,000","Female","30-44","postgraduate","September","2012","Kaiser"
1,0,"VA","White","$75,000+","Female","45-64","some college","September","2012","Kaiser"
0,1,"LA","White","$75,000+","Female","65+","college graduate","September","2012","Kaiser"
0,0,"ME","White",NA,"Female","30-44",NA,"September","2012","Kaiser"
1,0,"CA","Hispanic","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
1,0,"KS","White","$20,000-$40,000","Male","45-64","some college","September","2012","Kaiser"
NA,0,"KY","Black",NA,"Female","18-29","some college","September","2012","Kaiser"
0,0,"CO","White","$20,000-$40,000","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Male","18-29","high school graduate","September","2012","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Male","18-29","college graduate","September","2012","Kaiser"
0,1,"VA","Hispanic",NA,"Female","45-64","college graduate","September","2012","Kaiser"
NA,NA,"TX","White","$20,000-$40,000","Male","65+","less than a high school education","September","2012","Kaiser"
0,1,"OH","White","$75,000+","Male","45-64","high school graduate","September","2012","Kaiser"
0,1,"NV","White","$75,000+","Male","45-64","some college","September","2012","Kaiser"
0,0,"AL","White","$40,000-$75,000","Female","30-44","some college","September","2012","Kaiser"
1,0,"MA","Hispanic","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
1,0,"VA","White","$75,000+","Male","65+","college graduate","September","2012","Kaiser"
1,0,"LA","Black","$40,000-$75,000","Male","30-44","high school graduate","September","2012","Kaiser"
0,0,"TN","White","$40,000-$75,000","Male","45-64","high school graduate","September","2012","Kaiser"
NA,0,"FL","White",NA,"Male","30-44",NA,"September","2012","Kaiser"
1,0,"VA","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
1,0,"IL","Black","$20,000-$40,000","Male","45-64","some college","September","2012","Kaiser"
0,1,"LA","White","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
NA,0,"LA","Black","less than $20,000","Male","45-64","less than a high school education","September","2012","Kaiser"
0,0,"TX","Hispanic","$20,000-$40,000","Male","18-29","college graduate","September","2012","Kaiser"
0,1,"MS","White","$40,000-$75,000","Female","65+","college graduate","September","2012","Kaiser"
0,0,"CA","White","$40,000-$75,000","Female","30-44","college graduate","September","2012","Kaiser"
1,0,"TX","White","$75,000+","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"FL","Hispanic","$20,000-$40,000","Male","18-29","some college","September","2012","Kaiser"
0,1,"TX","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
NA,NA,"FL","Black",NA,"Male","30-44","high school graduate","September","2012","Kaiser"
1,0,"TX","White","less than $20,000","Male","30-44","some college","September","2012","Kaiser"
0,0,"MS","White","$20,000-$40,000","Female","65+","some college","September","2012","Kaiser"
0,0,"PA","White","$20,000-$40,000","Male","45-64","high school graduate","September","2012","Kaiser"
1,0,"GA","White","$40,000-$75,000","Male","30-44","postgraduate","September","2012","Kaiser"
1,0,"GA","White","$75,000+","Male","65+","postgraduate","September","2012","Kaiser"
0,0,"MI","White","$40,000-$75,000","Male","45-64","some college","September","2012","Kaiser"
1,0,"WI","White","$20,000-$40,000","Female","45-64","high school graduate","September","2012","Kaiser"
0,0,"AK","White","$75,000+","Female","30-44","postgraduate","September","2012","Kaiser"
1,1,"NC","Hispanic","$40,000-$75,000","Male","65+","some college","September","2012","Kaiser"
0,0,"UT","White",NA,"Male","18-29","some college","September","2012","Kaiser"
0,0,"FL","White","$75,000+","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"TX","Other","$75,000+","Female","30-44","some college","September","2012","Kaiser"
0,NA,"TX","Hispanic","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
1,0,"FL","Hispanic","$40,000-$75,000","Female","18-29","postgraduate","September","2012","Kaiser"
0,1,"KS","White",NA,"Female","65+","postgraduate","September","2012","Kaiser"
0,0,"IL","Black","$75,000+","Male","18-29","some college","September","2012","Kaiser"
1,0,"NC","Black","$20,000-$40,000","Female","45-64","some college","September","2012","Kaiser"
0,0,"MD","White","$75,000+","Male","30-44","some college","September","2012","Kaiser"
0,1,"MI","Hispanic","$75,000+","Male","45-64","some college","September","2012","Kaiser"
1,0,"MN","White","$20,000-$40,000","Female","30-44","some college","September","2012","Kaiser"
NA,NA,"PA","White","$20,000-$40,000","Female","45-64","high school graduate","September","2012","Kaiser"
0,1,"GA","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
1,0,"MS","Other","$40,000-$75,000","Female","45-64","college graduate","September","2012","Kaiser"
0,1,"FL","White","$40,000-$75,000","Male","45-64","high school graduate","September","2012","Kaiser"
0,0,"MO","White",NA,"Male","45-64","high school graduate","September","2012","Kaiser"
1,0,"OH","White","$20,000-$40,000","Female","18-29","college graduate","September","2012","Kaiser"
NA,0,"TX","Hispanic",NA,"Male","18-29","high school graduate","September","2012","Kaiser"
0,1,"CA","White","$75,000+","Female","30-44","college graduate","September","2012","Kaiser"
0,1,"AR","White","$20,000-$40,000","Male","18-29","some college","September","2012","Kaiser"
1,0,"CA","White","$40,000-$75,000","Male","18-29","college graduate","September","2012","Kaiser"
0,1,"LA","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,0,"AZ","White","$40,000-$75,000","Female","30-44","college graduate","September","2012","Kaiser"
0,0,"NV","White","$20,000-$40,000","Male","18-29","some college","September","2012","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Male","45-64","some college","September","2012","Kaiser"
1,1,"AK","White","$40,000-$75,000","Male","18-29","less than a high school education","September","2012","Kaiser"
1,0,"OH","Black",NA,"Male","30-44","high school graduate","September","2012","Kaiser"
1,0,"AZ","White","$20,000-$40,000","Male","18-29","high school graduate","September","2012","Kaiser"
1,0,"MO","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,1,"GA","White","$75,000+","Male","45-64","some college","September","2012","Kaiser"
1,0,"MA","Black","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
1,0,"WI","Hispanic",NA,"Male","30-44","high school graduate","September","2012","Kaiser"
1,NA,"NC","White","$20,000-$40,000","Male","18-29","some college","September","2012","Kaiser"
0,1,"GA","White","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
0,1,"UT","White","less than $20,000","Male","18-29","some college","September","2012","Kaiser"
1,0,"IL",NA,NA,"Male","65+",NA,"September","2012","Kaiser"
0,0,"VA","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
0,0,"AL","White","$40,000-$75,000","Male","30-44","less than a high school education","September","2012","Kaiser"
NA,NA,"IL","White","$20,000-$40,000","Female","18-29","some college","September","2012","Kaiser"
1,0,"OH","White","$20,000-$40,000","Female","45-64","college graduate","September","2012","Kaiser"
1,0,"CA","Other","$75,000+","Male","18-29","postgraduate","September","2012","Kaiser"
0,0,"TX","White",NA,"Male","45-64","college graduate","September","2012","Kaiser"
0,0,"NY","Hispanic",NA,"Female","18-29","high school graduate","September","2012","Kaiser"
0,0,"AZ","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
NA,NA,"NC","Hispanic","less than $20,000","Male","30-44","some college","September","2012","Kaiser"
0,1,"AR","White",NA,"Male","18-29","college graduate","September","2012","Kaiser"
0,1,"ME","Hispanic","$75,000+","Male","30-44","some college","September","2012","Kaiser"
1,0,"NC","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
0,1,"TX","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,0,"TX","White",NA,"Female","30-44","high school graduate","September","2012","Kaiser"
1,0,"OH","White","$20,000-$40,000","Female","18-29","college graduate","September","2012","Kaiser"
0,0,"UT","Hispanic","$40,000-$75,000","Female","30-44","some college","September","2012","Kaiser"
0,1,"TX","White","less than $20,000","Male","18-29","some college","September","2012","Kaiser"
1,0,"OR",NA,NA,"Male","18-29","college graduate","September","2012","Kaiser"
0,0,"CO","White","$40,000-$75,000","Male","30-44","high school graduate","September","2012","Kaiser"
0,0,"CA","Hispanic","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
1,1,"TX","Hispanic","$40,000-$75,000","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"NC","Black","$40,000-$75,000","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"MO","White","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
1,NA,"IL","Hispanic","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
1,0,"KS","White","$40,000-$75,000","Female","18-29","college graduate","September","2012","Kaiser"
1,0,"NC","White","$75,000+","Male","30-44","postgraduate","September","2012","Kaiser"
0,NA,"VA","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"TX","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
1,0,"PA","Other","$20,000-$40,000","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"TX","White","$75,000+","Female","30-44","postgraduate","September","2012","Kaiser"
0,0,"OR","Black","$20,000-$40,000","Male","65+","some college","September","2012","Kaiser"
0,0,"TN","White","less than $20,000","Male","30-44","some college","September","2012","Kaiser"
1,0,"ID","White","$20,000-$40,000","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"IL","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
0,0,"MO","White","$75,000+","Male","18-29","college graduate","September","2012","Kaiser"
0,0,"MS","White","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
1,0,"CA","White",NA,"Female","30-44","college graduate","September","2012","Kaiser"
1,0,"CA","Black","$40,000-$75,000","Female","45-64","college graduate","September","2012","Kaiser"
NA,0,"GA","Black","$75,000+","Male","30-44","some college","September","2012","Kaiser"
0,1,"CA","White","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
0,1,"WI","White",NA,"Female","45-64","college graduate","September","2012","Kaiser"
1,0,"KS","White","$20,000-$40,000","Female","18-29","postgraduate","September","2012","Kaiser"
0,1,"CA","White","$40,000-$75,000","Female","65+","postgraduate","September","2012","Kaiser"
1,0,"TN","White","$20,000-$40,000","Male","65+","some college","September","2012","Kaiser"
1,0,"TX","Black","$20,000-$40,000","Female","18-29","some college","September","2012","Kaiser"
1,0,"TN","White",NA,"Female","30-44","postgraduate","September","2012","Kaiser"
NA,0,"CA","Other","$20,000-$40,000","Male","30-44","some college","September","2012","Kaiser"
0,1,"TX","Hispanic","$75,000+","Male","30-44","college graduate","September","2012","Kaiser"
NA,0,"KS","White","$20,000-$40,000","Male","30-44","some college","September","2012","Kaiser"
1,0,"NJ","White","$75,000+","Female","45-64","college graduate","September","2012","Kaiser"
0,0,"OH","White",NA,"Female","18-29",NA,"September","2012","Kaiser"
0,0,"NC","Other","$40,000-$75,000","Male","45-64","high school graduate","September","2012","Kaiser"
1,0,"NY","Black",NA,"Male","30-44","some college","September","2012","Kaiser"
1,NA,"TX","White","$75,000+","Male","45-64","college graduate","September","2012","Kaiser"
0,1,"IL","White","$75,000+","Male","65+","college graduate","September","2012","Kaiser"
1,0,"MD","Black",NA,"Male","18-29","some college","September","2012","Kaiser"
NA,NA,"LA","Black","$40,000-$75,000","Female","18-29","high school graduate","September","2012","Kaiser"
0,1,"NE","White",NA,"Male","45-64","postgraduate","September","2012","Kaiser"
0,0,"IL","White","$40,000-$75,000","Female","30-44","college graduate","September","2012","Kaiser"
1,0,"MA","White",NA,"Female","30-44","postgraduate","September","2012","Kaiser"
0,1,"LA","White","$75,000+","Male","45-64","postgraduate","September","2012","Kaiser"
0,0,"FL","White","$20,000-$40,000","Male","45-64","high school graduate","September","2012","Kaiser"
1,0,"GA","Other",NA,"Male","18-29","postgraduate","September","2012","Kaiser"
1,0,"OH","White","$40,000-$75,000","Male","18-29","high school graduate","September","2012","Kaiser"
1,0,"MS","Black","$40,000-$75,000","Male","30-44","some college","September","2012","Kaiser"
0,0,"LA","White","$40,000-$75,000","Female","18-29","college graduate","September","2012","Kaiser"
1,0,"CA","White","less than $20,000","Male","18-29","some college","September","2012","Kaiser"
1,0,"TN","White",NA,"Female","45-64","postgraduate","September","2012","Kaiser"
0,0,"VA","White","$75,000+","Male","18-29","college graduate","September","2012","Kaiser"
1,0,"CA","White","$40,000-$75,000","Male","30-44","college graduate","September","2012","Kaiser"
0,0,"WA","White","$20,000-$40,000","Male","30-44","college graduate","September","2012","Kaiser"
