"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
0,1,"MD","White","$75,000+","Male","45-64","postgraduate","April","2012","Kaiser"
1,0,"FL","White","$75,000+","Male","30-44","some college","April","2012","Kaiser"
0,1,"OH","White","$75,000+","Male","45-64","high school graduate","April","2012","Kaiser"
0,1,"FL","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
0,NA,"FL",NA,NA,"Male",NA,NA,"April","2012","Kaiser"
1,1,"NC","White","$40,000-$75,000","Female","45-64","college graduate","April","2012","Kaiser"
0,0,"SC","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
1,0,"FL",NA,"$40,000-$75,000","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"IA","White","less than $20,000","Female","45-64","high school graduate","April","2012","Kaiser"
0,0,"IA","White",NA,"Female","65+","college graduate","April","2012","Kaiser"
0,1,"NE","White","$20,000-$40,000","Male","65+","some college","April","2012","Kaiser"
1,0,"MN","White","$75,000+","Male","65+","high school graduate","April","2012","Kaiser"
1,0,"MN","White",NA,"Female","65+","postgraduate","April","2012","Kaiser"
1,0,"MO","White","less than $20,000","Female","65+","high school graduate","April","2012","Kaiser"
0,0,"IN","White","$40,000-$75,000","Male","18-29","high school graduate","April","2012","Kaiser"
0,0,"MN","White","$75,000+","Female","30-44","some college","April","2012","Kaiser"
0,0,"IA","White","less than $20,000","Female","45-64","high school graduate","April","2012","Kaiser"
0,1,"KS","White","$40,000-$75,000","Male","65+","some college","April","2012","Kaiser"
0,NA,"MN","White","$75,000+","Female","30-44","college graduate","April","2012","Kaiser"
0,0,"IA","White","$20,000-$40,000","Female","45-64","some college","April","2012","Kaiser"
0,1,"MO","White","$40,000-$75,000","Female","65+","postgraduate","April","2012","Kaiser"
0,NA,"MO","White","$40,000-$75,000","Male","45-64","high school graduate","April","2012","Kaiser"
0,1,"NY",NA,NA,"Female","45-64","college graduate","April","2012","Kaiser"
0,0,"MN","White","$40,000-$75,000","Female","65+","less than a high school education","April","2012","Kaiser"
0,1,"TX","White","$75,000+","Male","45-64","high school graduate","April","2012","Kaiser"
1,0,"OK","Other","less than $20,000","Female","30-44","less than a high school education","April","2012","Kaiser"
0,0,"TX","White",NA,"Female","45-64","postgraduate","April","2012","Kaiser"
NA,0,"TX","White","less than $20,000","Female","65+","less than a high school education","April","2012","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","65+","some college","April","2012","Kaiser"
1,0,"IL","White","$75,000+","Female","30-44","postgraduate","April","2012","Kaiser"
0,1,"OH","White",NA,"Female","45-64","postgraduate","April","2012","Kaiser"
0,0,"NY","Hispanic","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
1,0,"OH","White","$75,000+","Male","30-44","some college","April","2012","Kaiser"
1,0,"NJ","White","$20,000-$40,000","Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"MI","White","$75,000+","Female","18-29","postgraduate","April","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","65+","postgraduate","April","2012","Kaiser"
1,0,"IL","White","less than $20,000","Female","45-64","college graduate","April","2012","Kaiser"
0,1,"MA","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
1,1,"IN","White","$40,000-$75,000","Female","45-64","high school graduate","April","2012","Kaiser"
0,0,"MI","White","$20,000-$40,000","Female","45-64","high school graduate","April","2012","Kaiser"
1,1,"NY","White","less than $20,000","Female","65+","some college","April","2012","Kaiser"
0,1,"PA","White","$75,000+","Male","30-44","high school graduate","April","2012","Kaiser"
1,0,"MI","White","$40,000-$75,000","Female","45-64","some college","April","2012","Kaiser"
0,1,"NY","White","$40,000-$75,000","Male","45-64","postgraduate","April","2012","Kaiser"
0,1,"OH","White","$40,000-$75,000","Female","65+","high school graduate","April","2012","Kaiser"
0,0,"AL","White","$40,000-$75,000","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"IL","White","$75,000+","Female","65+","postgraduate","April","2012","Kaiser"
0,NA,"OH","White","less than $20,000","Male","65+","high school graduate","April","2012","Kaiser"
1,0,"PA","White","less than $20,000","Female","65+","less than a high school education","April","2012","Kaiser"
0,0,"LA","White","$40,000-$75,000","Female","45-64","some college","April","2012","Kaiser"
0,0,"MS","White",NA,"Male","45-64","postgraduate","April","2012","Kaiser"
1,0,"MS","White","$20,000-$40,000","Female","65+","high school graduate","April","2012","Kaiser"
0,1,"TX","White","$75,000+","Male","45-64","some college","April","2012","Kaiser"
0,0,"TX","White","$75,000+","Male","45-64","postgraduate","April","2012","Kaiser"
0,0,"LA","White","$75,000+","Male","18-29","college graduate","April","2012","Kaiser"
1,NA,"LA","White",NA,"Female","65+","some college","April","2012","Kaiser"
1,1,"LA","Black","$75,000+","Male","30-44","some college","April","2012","Kaiser"
1,0,"OK","White","$40,000-$75,000","Female","30-44","some college","April","2012","Kaiser"
1,0,"OK","White","$75,000+","Male","30-44","postgraduate","April","2012","Kaiser"
0,0,"LA","White","$75,000+","Male","65+","high school graduate","April","2012","Kaiser"
0,0,"TX","White",NA,"Male","65+","some college","April","2012","Kaiser"
0,0,"TX","White",NA,"Male","65+","less than a high school education","April","2012","Kaiser"
0,1,"TX","White",NA,"Male","45-64","some college","April","2012","Kaiser"
0,1,"TX",NA,NA,"Male","65+","high school graduate","April","2012","Kaiser"
0,0,"TX","White","$75,000+","Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"PA","White","$75,000+","Female","65+","postgraduate","April","2012","Kaiser"
0,1,"ID","White","$20,000-$40,000","Male","65+","postgraduate","April","2012","Kaiser"
0,0,"AR","White","less than $20,000","Female","65+","some college","April","2012","Kaiser"
0,1,"CO","White","$40,000-$75,000","Male","65+","some college","April","2012","Kaiser"
0,1,"CO","White","$20,000-$40,000","Male","18-29","high school graduate","April","2012","Kaiser"
0,0,"ID","Other",NA,"Male","45-64","high school graduate","April","2012","Kaiser"
0,1,"WY","White","$20,000-$40,000","Male","65+","high school graduate","April","2012","Kaiser"
0,0,"UT","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
0,1,"AZ","White","$40,000-$75,000","Male","45-64","college graduate","April","2012","Kaiser"
0,1,"AZ","White","$75,000+","Male","30-44","college graduate","April","2012","Kaiser"
0,1,"UT","White","$75,000+","Male","18-29","some college","April","2012","Kaiser"
0,0,"WY","White",NA,"Male","45-64","college graduate","April","2012","Kaiser"
0,1,"NM","Hispanic","$40,000-$75,000","Male","45-64","postgraduate","April","2012","Kaiser"
0,1,"CO","White","$40,000-$75,000","Male","45-64","college graduate","April","2012","Kaiser"
0,0,"UT","White","$75,000+","Male","65+","college graduate","April","2012","Kaiser"
0,1,"CA","White","$75,000+","Male","45-64","postgraduate","April","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,1,"CA","White","$20,000-$40,000","Male","65+","less than a high school education","April","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","65+","postgraduate","April","2012","Kaiser"
1,0,"CA","Hispanic","$75,000+","Male","30-44","high school graduate","April","2012","Kaiser"
1,0,"CA","Other","less than $20,000","Male","30-44","high school graduate","April","2012","Kaiser"
0,1,"OR","Other","$20,000-$40,000","Male","45-64","high school graduate","April","2012","Kaiser"
0,NA,"CA","White","$75,000+","Male","65+","some college","April","2012","Kaiser"
1,0,"OR","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
0,0,"CA","White","$75,000+","Male","30-44","some college","April","2012","Kaiser"
1,0,"WA","White","$75,000+","Female","65+","some college","April","2012","Kaiser"
0,0,"WA","White","less than $20,000","Male","45-64","high school graduate","April","2012","Kaiser"
0,0,"CA","White","$75,000+","Male","30-44","college graduate","April","2012","Kaiser"
0,1,"CA","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
NA,0,"WA","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
NA,0,"IL","White","$20,000-$40,000","Male","30-44","some college","April","2012","Kaiser"
0,1,"IL","White","$20,000-$40,000","Male","45-64","postgraduate","April","2012","Kaiser"
0,1,"FL","White","less than $20,000","Female","45-64","some college","April","2012","Kaiser"
1,0,"WI","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
0,0,"MA","White","$40,000-$75,000","Male","45-64","college graduate","April","2012","Kaiser"
0,0,"FL","White","less than $20,000","Male","65+","high school graduate","April","2012","Kaiser"
1,0,"MI","White","$40,000-$75,000","Female","65+","some college","April","2012","Kaiser"
0,0,"OH","Black","$20,000-$40,000","Female","30-44","college graduate","April","2012","Kaiser"
0,1,"FL","White","$20,000-$40,000","Female","45-64","college graduate","April","2012","Kaiser"
0,NA,"PA","White",NA,"Female","65+",NA,"April","2012","Kaiser"
0,1,"TN","White",NA,"Male","45-64","postgraduate","April","2012","Kaiser"
0,0,"FL","White",NA,"Male","30-44","some college","April","2012","Kaiser"
1,1,"MI","White","$20,000-$40,000","Male","65+","less than a high school education","April","2012","Kaiser"
1,0,"FL","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
0,1,"NY","White","$40,000-$75,000","Female","45-64","postgraduate","April","2012","Kaiser"
0,1,"TN","White","$40,000-$75,000","Female","65+","high school graduate","April","2012","Kaiser"
NA,0,"DE","White","$75,000+","Male","65+","high school graduate","April","2012","Kaiser"
0,1,"AL","Black",NA,"Male","30-44","college graduate","April","2012","Kaiser"
0,1,"MS","White","$40,000-$75,000","Male","65+","postgraduate","April","2012","Kaiser"
NA,1,"VA","White","less than $20,000","Male","45-64","high school graduate","April","2012","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","65+","college graduate","April","2012","Kaiser"
0,1,"KY","White","$75,000+","Male","30-44","some college","April","2012","Kaiser"
NA,0,"TN","White","less than $20,000","Male","45-64","some college","April","2012","Kaiser"
0,0,"FL","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
0,1,"NC","White","$40,000-$75,000","Male","45-64","postgraduate","April","2012","Kaiser"
0,0,"PA","White",NA,"Male","65+","some college","April","2012","Kaiser"
0,1,"VA","White",NA,"Female","45-64","high school graduate","April","2012","Kaiser"
0,1,"ME","White","$20,000-$40,000","Female","65+","college graduate","April","2012","Kaiser"
0,0,"PA","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
1,0,"NJ","White","$40,000-$75,000","Female","65+","postgraduate","April","2012","Kaiser"
0,0,"IN","White","$40,000-$75,000","Female","45-64","high school graduate","April","2012","Kaiser"
1,0,"PA","White",NA,"Female","45-64","some college","April","2012","Kaiser"
1,0,"WI","White","$40,000-$75,000","Male","45-64","some college","April","2012","Kaiser"
NA,NA,"PA","White","less than $20,000","Female","65+","less than a high school education","April","2012","Kaiser"
0,0,"FL","White","less than $20,000","Male","45-64","high school graduate","April","2012","Kaiser"
0,0,"GA","White","$75,000+","Male","30-44","college graduate","April","2012","Kaiser"
0,1,"MA","White","$40,000-$75,000","Female","30-44","high school graduate","April","2012","Kaiser"
0,0,"NJ","Black","$40,000-$75,000","Female","65+","postgraduate","April","2012","Kaiser"
1,0,"NY","White","$75,000+","Female","65+","postgraduate","April","2012","Kaiser"
0,0,"NC","White","$20,000-$40,000","Female","65+","high school graduate","April","2012","Kaiser"
1,0,"IL","White","$75,000+","Male","65+","college graduate","April","2012","Kaiser"
1,0,"NJ","White","$75,000+","Male","45-64","postgraduate","April","2012","Kaiser"
NA,NA,"NY","White",NA,"Female","65+","college graduate","April","2012","Kaiser"
NA,0,"NY","White","$40,000-$75,000","Female","30-44","high school graduate","April","2012","Kaiser"
1,0,"MA","White","$75,000+","Male","65+","high school graduate","April","2012","Kaiser"
NA,0,"MI","Black","less than $20,000","Female","30-44","some college","April","2012","Kaiser"
0,1,"MN","White","$75,000+","Male","45-64","some college","April","2012","Kaiser"
0,0,"CT","White","$75,000+","Female","30-44","postgraduate","April","2012","Kaiser"
1,0,"VT","White","$40,000-$75,000","Male","45-64","high school graduate","April","2012","Kaiser"
1,0,"IA","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
1,0,"MA","White","$75,000+","Female","30-44","college graduate","April","2012","Kaiser"
1,0,"MO","White","$75,000+","Male","65+","some college","April","2012","Kaiser"
NA,1,"CT","White","$40,000-$75,000","Female","45-64","college graduate","April","2012","Kaiser"
0,0,"MO","Other","less than $20,000","Female","65+","postgraduate","April","2012","Kaiser"
0,0,"MO","White","$40,000-$75,000","Female","45-64","some college","April","2012","Kaiser"
1,0,"MA","White","$40,000-$75,000","Female","45-64","college graduate","April","2012","Kaiser"
0,1,"ME","White",NA,"Male","65+","some college","April","2012","Kaiser"
0,1,"MO","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
1,NA,"MN","White","less than $20,000","Male","65+","less than a high school education","April","2012","Kaiser"
0,NA,"MO","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,0,"ND","White",NA,"Female","65+","college graduate","April","2012","Kaiser"
0,1,"KY","White","$40,000-$75,000","Male","65+","high school graduate","April","2012","Kaiser"
1,0,"FL","White","less than $20,000","Female","45-64","postgraduate","April","2012","Kaiser"
0,1,"TN","White","less than $20,000","Male","65+","less than a high school education","April","2012","Kaiser"
0,0,"AZ","Hispanic","$75,000+","Male","30-44","high school graduate","April","2012","Kaiser"
0,0,"GA","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
0,1,"TX","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,0,"TX","White","$75,000+","Female","30-44","college graduate","April","2012","Kaiser"
0,0,"VA","White","$75,000+","Male","45-64","postgraduate","April","2012","Kaiser"
0,0,"TX",NA,"$75,000+","Female","18-29","some college","April","2012","Kaiser"
0,1,"TX","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","65+","postgraduate","April","2012","Kaiser"
0,1,"NC","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
0,0,"GA","White","$20,000-$40,000","Female","65+","high school graduate","April","2012","Kaiser"
1,0,"OK","White",NA,"Male","65+","high school graduate","April","2012","Kaiser"
0,0,"LA","White","$75,000+","Male","45-64","some college","April","2012","Kaiser"
0,1,"TX","White","$20,000-$40,000","Female","65+","high school graduate","April","2012","Kaiser"
0,1,"OK","White","less than $20,000","Female","65+","high school graduate","April","2012","Kaiser"
1,0,"TX","White","$75,000+","Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"NC","Black","$75,000+","Male","45-64","some college","April","2012","Kaiser"
0,0,"FL","White","$75,000+","Male","45-64","high school graduate","April","2012","Kaiser"
1,0,"FL","Hispanic","$75,000+","Male","30-44","high school graduate","April","2012","Kaiser"
NA,NA,"TX","White","$40,000-$75,000","Female","65+","college graduate","April","2012","Kaiser"
0,0,"NM","White","$40,000-$75,000","Female","30-44","some college","April","2012","Kaiser"
NA,0,"WA","White","$20,000-$40,000","Female","65+","some college","April","2012","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Female","30-44","some college","April","2012","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","high school graduate","April","2012","Kaiser"
0,1,"CA","White","$75,000+","Male","45-64","some college","April","2012","Kaiser"
1,0,"CA","Hispanic","$20,000-$40,000","Female","45-64","some college","April","2012","Kaiser"
1,0,"WA","Other","$75,000+","Female","65+","college graduate","April","2012","Kaiser"
1,0,"OR","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","postgraduate","April","2012","Kaiser"
NA,0,"CA","White","$20,000-$40,000","Male","65+","postgraduate","April","2012","Kaiser"
0,1,"CA","White","$40,000-$75,000","Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"OR","White","$40,000-$75,000","Female","45-64","some college","April","2012","Kaiser"
0,0,"CA","White",NA,"Female","65+","some college","April","2012","Kaiser"
1,0,"CA","Black","less than $20,000","Male","65+","postgraduate","April","2012","Kaiser"
NA,0,"CA","Other","less than $20,000","Female","18-29","some college","April","2012","Kaiser"
0,1,"CA","Hispanic","$75,000+","Male","30-44","college graduate","April","2012","Kaiser"
0,1,"OR","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
0,0,"AZ","White","$40,000-$75,000","Female","30-44","college graduate","April","2012","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"CA","Black","$75,000+","Male","45-64","some college","April","2012","Kaiser"
1,0,"CA","Black","$20,000-$40,000","Male","65+","some college","April","2012","Kaiser"
0,0,"CA","Black","$40,000-$75,000","Male","30-44","college graduate","April","2012","Kaiser"
0,0,"CA","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","postgraduate","April","2012","Kaiser"
0,0,"CA","Hispanic",NA,"Male","45-64","some college","April","2012","Kaiser"
1,0,"CA","Hispanic","$40,000-$75,000","Female","30-44","high school graduate","April","2012","Kaiser"
0,1,"OR","White","$20,000-$40,000","Female","45-64","college graduate","April","2012","Kaiser"
0,1,"OR","Other","$40,000-$75,000","Male","45-64","postgraduate","April","2012","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","postgraduate","April","2012","Kaiser"
1,0,"WA","White","$20,000-$40,000","Female","45-64","some college","April","2012","Kaiser"
1,0,"CA","White","$40,000-$75,000","Male","65+","postgraduate","April","2012","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","45-64","some college","April","2012","Kaiser"
0,NA,"CA","Hispanic","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,0,"ID","White","$40,000-$75,000","Male","30-44","postgraduate","April","2012","Kaiser"
0,1,"AZ","White","$20,000-$40,000","Female","45-64","some college","April","2012","Kaiser"
0,1,"AZ","White","$40,000-$75,000","Male","65+","postgraduate","April","2012","Kaiser"
0,0,"CO","White","$75,000+","Female","30-44","some college","April","2012","Kaiser"
1,0,"WA","White",NA,"Male","65+","some college","April","2012","Kaiser"
0,1,"CA","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"CA","Hispanic","less than $20,000","Female","45-64","less than a high school education","April","2012","Kaiser"
NA,0,"OR","White","less than $20,000","Male","45-64","high school graduate","April","2012","Kaiser"
0,1,"CA","White","$75,000+","Male","45-64","high school graduate","April","2012","Kaiser"
0,1,"CA","Other","$40,000-$75,000","Male","30-44","postgraduate","April","2012","Kaiser"
NA,0,"GA","White",NA,"Male","65+","postgraduate","April","2012","Kaiser"
1,0,"NC","White","$75,000+","Male","65+","college graduate","April","2012","Kaiser"
0,1,"FL","White",NA,"Male","65+","less than a high school education","April","2012","Kaiser"
0,0,"FL","White","less than $20,000","Female","65+","high school graduate","April","2012","Kaiser"
NA,0,"FL","Other","$20,000-$40,000","Female","65+","college graduate","April","2012","Kaiser"
0,1,"NC","White","less than $20,000","Male","45-64","some college","April","2012","Kaiser"
1,0,"MD","White",NA,"Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"FL","White","$75,000+","Female","65+","some college","April","2012","Kaiser"
0,NA,"FL","White","$20,000-$40,000","Female","45-64","some college","April","2012","Kaiser"
1,0,"FL","White","$20,000-$40,000","Female","65+","some college","April","2012","Kaiser"
0,0,"MA","White",NA,"Male","65+","college graduate","April","2012","Kaiser"
1,0,"FL","White","$40,000-$75,000","Female","65+","postgraduate","April","2012","Kaiser"
0,0,"FL","White","$20,000-$40,000","Female","45-64","high school graduate","April","2012","Kaiser"
1,0,"MA","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
1,0,"MA","White","$75,000+","Male","65+","postgraduate","April","2012","Kaiser"
1,0,"MA","White","less than $20,000","Male","45-64","some college","April","2012","Kaiser"
1,0,"CT","White","$75,000+","Female","30-44","postgraduate","April","2012","Kaiser"
0,1,"MA","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,0,"CT","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,1,"VA","White",NA,"Male","65+","some college","April","2012","Kaiser"
1,0,"MA","White","$75,000+","Male","65+","college graduate","April","2012","Kaiser"
1,0,"MA","White","$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
0,1,"MA",NA,"$75,000+","Female","45-64","college graduate","April","2012","Kaiser"
1,0,"RI","White","$75,000+","Male","30-44","high school graduate","April","2012","Kaiser"
0,0,"VT","White","less than $20,000","Male","65+","high school graduate","April","2012","Kaiser"
NA,0,"IL","Black","$40,000-$75,000","Male","45-64","college graduate","April","2012","Kaiser"
1,0,"NY","White","$20,000-$40,000","Male","45-64","college graduate","April","2012","Kaiser"
NA,1,"ND","White","$40,000-$75,000","Male","65+","postgraduate","April","2012","Kaiser"
0,0,"IN","White","$40,000-$75,000","Female","65+","postgraduate","April","2012","Kaiser"
NA,0,"IL","White","$40,000-$75,000","Female","65+","college graduate","April","2012","Kaiser"
0,1,"NJ","White","$75,000+","Female","45-64","some college","April","2012","Kaiser"
0,0,"TX","White","$75,000+","Female","45-64","high school graduate","April","2012","Kaiser"
0,1,"IL","White","$75,000+","Male","45-64","high school graduate","April","2012","Kaiser"
0,0,"IN","White","$40,000-$75,000","Female","65+","college graduate","April","2012","Kaiser"
0,1,"NY","White","$75,000+","Male","45-64","college graduate","April","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Female","45-64","postgraduate","April","2012","Kaiser"
1,0,"NY","Other","$40,000-$75,000","Male","45-64","some college","April","2012","Kaiser"
1,0,"NY","White","$75,000+","Female","65+","postgraduate","April","2012","Kaiser"
1,NA,"OH","White","$40,000-$75,000","Male","30-44","high school graduate","April","2012","Kaiser"
0,1,"NJ","White","$75,000+","Male","45-64","high school graduate","April","2012","Kaiser"
1,0,"IL","Hispanic","$75,000+","Female","45-64","some college","April","2012","Kaiser"
1,0,"PA","White","$20,000-$40,000","Male","30-44","some college","April","2012","Kaiser"
0,0,"PA","White","$75,000+","Female","65+","postgraduate","April","2012","Kaiser"
1,0,"OH","White","$40,000-$75,000","Female","65+","some college","April","2012","Kaiser"
NA,0,"PA","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","April","2012","Kaiser"
1,0,"NJ","Black","$20,000-$40,000","Male","45-64","some college","April","2012","Kaiser"
NA,1,"PA","White","$20,000-$40,000","Male","30-44","some college","April","2012","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","65+","postgraduate","April","2012","Kaiser"
1,0,"NY","White","$75,000+","Male","30-44","college graduate","April","2012","Kaiser"
